match_id,event_type,ball_dist_m,s_r_ball,s_r_top_attacker
3930158,Pressure,47.71,0.6071,0.6615
3930158,Pass,50.6,0.5988,0.6691
3930158,Ball Receipt*,49.32,0.6024,0.6503
3930158,Pass,49.32,0.6024,0.6503
3930158,Ball Receipt*,52.1,0.5946,0.6277
3930158,Pass,53.71,0.5902,0.6189
3930158,Ball Receipt*,39.4,0.6334,0.6612
3930158,Carry,39.4,0.6334,0.6612
3930158,Miscontrol,44.14,0.618,0.6607
3930158,Dispossessed,56.57,0.5826,0.6084
3930158,Ball Receipt*,41.58,0.6261,0.6342
3930158,Carry,41.58,0.6261,0.6342
3930158,Ball Receipt*,57.88,0.5792,0.615
3930158,Carry,57.88,0.5792,0.615
3930158,Pass,62.01,0.5689,0.6037
3930158,Pass,41.17,0.6275,0.6592
3930158,Ball Receipt*,39.26,0.6339,0.659
3930158,Carry,39.26,0.6339,0.659
3930158,Ball Receipt*,57.64,0.5798,0.5957
3930158,Carry,57.64,0.5798,0.5957
3930158,Pass,34.87,0.6494,0.6494
3930158,Pass,38.18,0.6376,0.697
3930158,Foul Won,66.82,0.5576,0.5929
3930158,Foul Won,59.26,0.5757,0.6642
3930158,Ball Receipt*,73.8,0.5422,0.6376
3930158,Pass,35.5,0.6471,0.7285
3930158,Pass,46.02,0.6122,0.618
3930158,Ball Receipt*,63.15,0.5662,0.6342
3930158,Duel,64.27,0.5635,0.6343
3930158,Interception,25.83,0.6863,0.7436
3930158,Ball Receipt*,40.75,0.6289,0.6817
3930158,Miscontrol,39.9,0.6317,0.6857
3930158,Foul Won,74.46,0.5408,0.636
3930158,Ball Receipt*,50.72,0.5985,0.6855
3930158,Carry,50.72,0.5985,0.6855
3930158,Ball Receipt*,57.25,0.5808,0.6079
3930158,Carry,57.25,0.5808,0.6079
3930158,Ball Receipt*,58.35,0.578,0.6211
3930158,Carry,58.35,0.578,0.6211
3930158,Pass,57.46,0.5803,0.6209
3930158,Ball Receipt*,51.52,0.5962,0.6476
3930158,Carry,51.52,0.5962,0.6476
3930158,Ball Receipt*,62.86,0.5669,0.633
3930158,Carry,62.86,0.5669,0.633
3930158,Foul Won,61.65,0.5698,0.609
3930158,Ball Receipt*,51.95,0.595,0.6269
3930158,Carry,51.95,0.595,0.6269
3930158,Ball Receipt*,66.18,0.5591,0.6995
3930158,Dispossessed,70.35,0.5496,0.6342
3930159,Ball Receipt*,39.93,0.6316,0.7357
3930159,Pass,39.93,0.6316,0.7357
3930159,Ball Receipt*,47.99,0.6063,0.6649
3930159,Carry,47.99,0.6063,0.6649
3930159,Pass,48.05,0.6061,0.6616
3930159,Pass,41.5,0.6264,0.6465
3930159,Duel,58.77,0.5769,0.6032
3930159,Ball Receipt*,57.9,0.5792,0.6392
3930159,Miscontrol,57.9,0.5792,0.6392
3930159,Ball Receipt*,68.62,0.5535,0.625
3930159,Ball Recovery,26.58,0.683,0.7482
3930159,Carry,26.58,0.683,0.7482
3930159,Pass,29.33,0.6711,0.7515
3930159,Ball Receipt*,44.22,0.6177,0.7644
3930159,Carry,44.22,0.6177,0.7644
3930159,Pass,45.58,0.6135,0.6347
3930159,Ball Receipt*,48.75,0.6041,0.6413
3930159,Carry,48.75,0.6041,0.6413
3930159,Pass,52.83,0.5926,0.6346
3930159,Ball Receipt*,53.72,0.5902,0.6122
3930159,Carry,53.72,0.5902,0.6122
3930159,Ball Receipt*,56.17,0.5836,0.6498
3930159,Pass,56.17,0.5836,0.6498
3930159,Pass,38.6,0.6361,0.6934
3930159,Ball Receipt*,38.44,0.6367,0.6483
3930159,Carry,38.44,0.6367,0.6483
3930159,Pass,39.45,0.6332,0.7119
3930159,Ball Receipt*,36.6,0.6431,0.6674
3930159,Pass,36.6,0.6431,0.6674
3930159,Ball Receipt*,32.1,0.6599,0.7213
3930159,Pass,31.69,0.6616,0.7231
3930159,Ball Receipt*,60.69,0.5722,0.6192
3930159,Duel,61.8,0.5694,0.6194
3930159,Pass,44.15,0.6179,0.6752
3930159,Ball Receipt*,54.75,0.5874,0.664
3930159,Pass,54.75,0.5874,0.664
3930159,Ball Receipt*,44.41,0.6172,0.6452
3930159,Carry,44.41,0.6172,0.6452
3930159,Pass,44.41,0.6172,0.6544
3930159,Ball Receipt*,43.34,0.6205,0.6877
3930159,Pass,43.34,0.6205,0.6877
3930159,Ball Receipt*,52.47,0.5936,0.6769
3930159,Pass,52.47,0.5936,0.6769
3930159,Pass,39.29,0.6338,0.6625
3930159,Duel,60.69,0.5722,0.6398
3930159,Ball Receipt*,34.38,0.6512,0.6795
3930159,Carry,34.38,0.6512,0.6795
3930159,Ball Receipt*,51.8,0.5954,0.6265
3930159,Carry,51.8,0.5954,0.6265
3930159,Pass,51.8,0.5954,0.631
3930159,Ball Receipt*,51.57,0.596,0.6347
3930159,Carry,51.57,0.596,0.6347
3930159,Pass,51.0,0.5977,0.6307
3930159,Ball Receipt*,42.49,0.6232,0.6337
3930159,Pass,42.49,0.6232,0.6337
3930159,Ball Receipt*,41.44,0.6266,0.6477
3930159,Carry,41.44,0.6266,0.6477
3930159,Pass,45.02,0.6152,0.6403
3930159,Ball Receipt*,54.41,0.5883,0.6219
3930159,Carry,54.41,0.5883,0.6219
3930159,Pass,52.34,0.5939,0.6238
3930159,Ball Receipt*,72.09,0.5459,0.6891
3930159,Pass,37.52,0.6399,0.7268
3930159,Pass,39.62,0.6327,0.6866
3930159,Ball Receipt*,45.35,0.6142,0.6932
3930159,Pass,45.33,0.6143,0.6934
3930159,Ball Receipt*,36.83,0.6423,0.6909
3930159,Carry,36.83,0.6423,0.6909
3930159,Pass,38.82,0.6354,0.6636
3930159,Pressure,47.95,0.6064,0.6379
3930159,Foul Committed,48.32,0.6053,0.633
3930159,Pass,28.98,0.6726,0.6895
3930159,Ball Receipt*,40.37,0.6301,0.6301
3930159,Carry,40.37,0.6301,0.6301
3930159,Pass,40.37,0.6301,0.6329
3930159,Ball Receipt*,47.82,0.6068,0.6437
3930159,Carry,47.82,0.6068,0.6437
3930159,Pass,52.23,0.5942,0.6546
3930159,Ball Receipt*,45.29,0.6144,0.6584
3930159,Carry,45.29,0.6144,0.6584
3930159,Ball Receipt*,37.51,0.6399,0.6557
3930159,Carry,37.51,0.6399,0.6557
3930159,Pass,37.51,0.6399,0.6566
3930159,Ball Receipt*,51.67,0.5958,0.6572
3930159,Pass,51.67,0.5958,0.6572
3930159,Ball Receipt*,46.86,0.6097,0.7158
3930159,Pass,46.86,0.6097,0.7158
3930159,Ball Receipt*,57.79,0.5794,0.6681
3930159,Carry,57.79,0.5794,0.6681
3930159,Foul Won,50.65,0.5986,0.6208
3930159,Carry,50.65,0.5986,0.6208
3930159,Pass,41.34,0.6269,0.6615
3930159,Interception,38.5,0.6365,0.6473
3930159,Carry,38.5,0.6365,0.6473
3930159,Ball Receipt*,70.96,0.5483,0.6659
3930159,Pass,10.57,0.7762,0.7762
3930159,Ball Receipt*,18.41,0.7238,0.7357
3930159,Carry,18.41,0.7238,0.7357
3930159,Pass,18.41,0.7238,0.7436
3930159,Ball Receipt*,18.75,0.722,0.7637
3930159,Carry,18.75,0.722,0.7637
3930159,Ball Receipt*,55.43,0.5856,0.6586
3930159,Pass,56.26,0.5834,0.6576
3930159,Ball Receipt*,51.57,0.5961,0.6687
3930159,Miscontrol,51.82,0.5954,0.6677
3930159,Pass,37.0,0.6417,0.6888
3930159,Ball Receipt*,48.05,0.6061,0.6643
3930159,Carry,48.05,0.6061,0.6643
3930159,Miscontrol,47.98,0.6063,0.6648
3930159,Pass,48.61,0.6045,0.6373
3930159,Pressure,37.82,0.6388,0.6921
3930159,Ball Receipt*,66.1,0.5592,0.7926
3930159,Pass,38.44,0.6367,0.6504
3930159,Pass,29.86,0.669,0.7455
3930159,Pass,35.44,0.6473,0.6885
3930159,Ball Receipt*,45.59,0.6135,0.661
3930159,Carry,45.59,0.6135,0.661
3930159,Ball Receipt*,59.68,0.5747,0.6407
3930159,Interception,42.27,0.6239,0.6414
3930159,Pressure,41.68,0.6258,0.6618
3930159,Pass,32.71,0.6576,0.6835
3930159,Ball Receipt*,54.37,0.5884,0.6182
3930159,Carry,54.37,0.5884,0.6182
3930159,Ball Receipt*,59.08,0.5762,0.6344
3930159,Carry,59.08,0.5762,0.6344
3930159,Miscontrol,59.23,0.5758,0.6324
3930159,Pass,58.32,0.5781,0.6062
3930159,Ball Receipt*,58.93,0.5765,0.6308
3930159,Pass,59.0,0.5764,0.6304
3930159,Block,57.49,0.5802,0.6274
3930159,Ball Receipt*,51.61,0.5959,0.6649
3930159,Carry,51.61,0.5959,0.6649
3930159,Pass,59.58,0.5749,0.6346
3930159,Ball Receipt*,60.1,0.5736,0.6323
3930159,Carry,60.1,0.5736,0.6323
3930159,Miscontrol,60.54,0.5725,0.6304
3930159,Pressure,63.74,0.5648,0.6252
3930159,Ball Receipt*,53.0,0.5921,0.6686
3930159,Carry,53.0,0.5921,0.6686
3930159,Ball Receipt*,54.85,0.5871,0.6462
3930159,Pass,54.85,0.5871,0.6462
3930159,Pressure,57.71,0.5797,0.6252
3930159,Duel,59.17,0.5759,0.618
3930159,Ball Receipt*,50.8,0.5982,0.6208
3930159,Carry,50.8,0.5982,0.6208
3930159,Ball Recovery,38.87,0.6352,0.6384
3930159,Carry,38.87,0.6352,0.6384
3930159,Pass,39.07,0.6345,0.6366
3930159,Pass,55.55,0.5853,0.6174
3930159,Foul Won,72.4,0.5452,0.6319
3930159,Pass,53.78,0.59,0.6177
3930159,Ball Receipt*,57.23,0.5809,0.6292
3930159,Pass,57.23,0.5809,0.6292
3930159,Pass,30.32,0.6671,0.6889
3930159,Ball Receipt*,41.52,0.6264,0.6696
3930159,Pass,41.52,0.6264,0.6696
3930159,Ball Receipt*,38.28,0.6372,0.6833
3930159,Carry,38.28,0.6372,0.6833
3930159,Pass,39.76,0.6322,0.6744
3930159,Pass,36.12,0.6449,0.6767
3930159,Ball Receipt*,47.12,0.6089,0.6795
3930159,Carry,47.12,0.6089,0.6795
3930159,Miscontrol,47.7,0.6072,0.6695
3930159,Ball Receipt*,57.66,0.5798,0.6507
3930159,Pass,57.66,0.5798,0.6505
3930159,Ball Receipt*,53.03,0.592,0.6564
3930159,Carry,53.03,0.592,0.6564
3930159,Pass,36.03,0.6452,0.6562
3930159,Ball Receipt*,52.84,0.5925,0.6158
3930159,Ball Receipt*,62.69,0.5673,0.6246
3930159,Duel,63.64,0.565,0.626
3930159,Ball Receipt*,48.44,0.605,0.6735
3930159,Carry,48.44,0.605,0.6735
3930159,Pass,53.69,0.5902,0.626
3930159,Pressure,58.3,0.5782,0.6461
3930159,Duel,56.65,0.5824,0.6475
3930159,Ball Receipt*,67.76,0.5554,0.613
3930159,Pass,67.83,0.5553,0.6132
3930159,Dispossessed,65.99,0.5595,0.6148
3930159,Ball Receipt*,52.99,0.5922,0.5957
3930159,Carry,52.99,0.5922,0.5957
3930159,Ball Receipt*,43.42,0.6202,0.6424
3930159,Carry,43.42,0.6202,0.6424
3930159,Pass,39.63,0.6326,0.6764
3930159,Ball Receipt*,49.81,0.601,0.6454
3930159,Carry,49.81,0.601,0.6454
3930159,Pass,49.81,0.601,0.6443
3930159,Ball Receipt*,46.04,0.6121,0.6406
3930159,Carry,46.04,0.6121,0.6406
3930159,Pass,46.04,0.6121,0.6397
3930159,Ball Receipt*,69.65,0.5512,0.6364
3930159,Pass,39.49,0.6331,0.6409
3930159,Dispossessed,70.85,0.5486,0.6128
3930159,Dispossessed,66.32,0.5587,0.6131
3930159,Dribble,48.57,0.6046,0.6673
3930159,Carry,48.57,0.6046,0.6673
3930159,Pass,46.93,0.6095,0.669
3930159,Ball Recovery,57.27,0.5808,0.6465
3930159,Carry,57.27,0.5808,0.6465
3930159,Pass,57.96,0.579,0.6329
3930159,Ball Receipt*,55.95,0.5842,0.6441
3930159,Carry,55.95,0.5842,0.6441
3930159,Foul Won,73.73,0.5423,0.6368
3930159,Ball Recovery,40.81,0.6287,0.6636
3930159,Carry,40.81,0.6287,0.6636
3930159,Pass,42.24,0.624,0.6644
3930159,Ball Receipt*,38.19,0.6376,0.6585
3930159,Carry,38.19,0.6376,0.6585
3930159,Ball Receipt*,45.24,0.6146,0.7047
3930159,Pass,45.24,0.6146,0.7047
3930159,Pass,48.52,0.6048,0.6593
3930159,Ball Receipt*,55.97,0.5842,0.6471
3930159,Carry,55.97,0.5842,0.6471
3930159,Ball Receipt*,50.59,0.5988,0.6619
3930159,Carry,50.59,0.5988,0.6619
3930160,Clearance,26.63,0.6827,0.6827
3930160,Pressure,48.92,0.6036,0.6764
3930160,Ball Recovery,27.89,0.6772,0.681
3930160,Carry,27.89,0.6772,0.681
3930160,Pass,27.41,0.6793,0.6841
3930160,Ball Receipt*,10.09,0.7802,0.7802
3930160,Carry,10.09,0.7802,0.7802
3930160,Ball Receipt*,16.65,0.7342,0.7465
3930160,Carry,16.65,0.7342,0.7465
3930160,Pass,20.07,0.7147,0.7553
3930160,Ball Receipt*,24.98,0.6903,0.6903
3930160,Carry,24.98,0.6903,0.6903
3930160,Ball Receipt*,16.27,0.7364,0.7364
3930160,Carry,16.27,0.7364,0.7364
3930160,Pass,18.99,0.7206,0.721
3930160,Ball Receipt*,34.47,0.6509,0.6654
3930160,Carry,34.47,0.6509,0.6654
3930160,Pass,40.0,0.6314,0.6322
3930160,Ball Receipt*,59.28,0.5757,0.6185
3930160,Carry,59.28,0.5757,0.6185
3930160,Ball Receipt*,16.81,0.7332,0.7332
3930160,Carry,16.81,0.7332,0.7332
3930160,Pass,14.55,0.7474,0.7474
3930160,Ball Receipt*,26.18,0.6848,0.7306
3930160,Carry,26.18,0.6848,0.7306
3930160,Pass,8.48,0.7941,0.7941
3930160,Ball Receipt*,14.62,0.7469,0.7703
3930160,Carry,14.62,0.7469,0.7703
3930160,Pass,14.95,0.7448,0.7857
3930160,Pass,28.97,0.6727,0.6849
3930160,Ball Receipt*,50.78,0.5983,0.6613
3930160,Pass,50.78,0.5983,0.6613
3930160,Ball Receipt*,56.82,0.5819,0.6407
3930160,Carry,56.82,0.5819,0.6407
3930160,Foul Won,54.87,0.5871,0.613
3930160,Pass,44.69,0.6163,0.6164
3930160,Ball Receipt*,16.86,0.7329,0.7329
3930160,Carry,16.86,0.7329,0.7329
3930160,Pass,18.62,0.7226,0.7226
3930160,Ball Receipt*,20.89,0.7104,0.7399
3930160,Carry,20.89,0.7104,0.7399
3930160,Pass,26.9,0.6816,0.6882
3930160,Ball Receipt*,24.12,0.6943,0.6943
3930160,Carry,24.12,0.6943,0.6943
3930160,Pass,29.82,0.6691,0.6691
3930160,Ball Receipt*,48.6,0.6045,0.6322
3930160,Carry,48.6,0.6045,0.6322
3930160,Ball Receipt*,57.94,0.5791,0.605
3930160,Carry,57.94,0.5791,0.605
3930160,Ball Receipt*,27.29,0.6799,0.6822
3930160,Carry,27.29,0.6799,0.6822
3930160,Pass,27.59,0.6786,0.6843
3930160,Ball Receipt*,44.93,0.6155,0.6402
3930160,Carry,44.93,0.6155,0.6402
3930160,Ball Receipt*,54.36,0.5884,0.6389
3930160,Carry,54.36,0.5884,0.6389
3930160,Ball Receipt*,19.07,0.7202,0.7202
3930160,Carry,19.07,0.7202,0.7202
3930160,Pass,16.59,0.7345,0.7442
3930160,Ball Receipt*,4.83,0.8332,0.8332
3930160,Pass,5.49,0.8251,0.8251
3930160,Pressure,49.5,0.6019,0.7251
3930160,Ball Receipt*,21.68,0.7063,0.7357
3930160,Carry,21.68,0.7063,0.7357
3930160,Pass,21.5,0.7072,0.7387
3930160,Ball Receipt*,18.63,0.7226,0.7226
3930160,Pass,18.63,0.7226,0.7226
3930160,Pass,27.4,0.6794,0.6797
3930160,Ball Receipt*,36.61,0.6431,0.6943
3930160,Pass,36.9,0.6421,0.6931
3930160,Ball Receipt*,70.44,0.5494,0.628
3930160,Ball Receipt*,66.79,0.5577,0.6249
3930160,Pass,35.91,0.6456,0.6538
3930160,Ball Receipt*,51.47,0.5963,0.6196
3930160,Carry,51.47,0.5963,0.6196
3930160,Pass,41.67,0.6259,0.6381
3930160,Ball Receipt*,58.97,0.5764,0.6137
3930160,Carry,58.97,0.5764,0.6137
3930160,Ball Receipt*,62.03,0.5689,0.6201
3930160,Ball Receipt*,35.09,0.6486,0.6614
3930160,Pass,33.91,0.653,0.6631
3930160,Pass,30.5,0.6664,0.6737
3930160,Dribble,69.47,0.5516,0.6092
3930160,Pass,10.68,0.7754,0.7754
3930160,Pass,39.25,0.6339,0.6578
3930160,Ball Receipt*,35.97,0.6454,0.6489
3930160,Carry,35.97,0.6454,0.6489
3930160,Pass,20.26,0.7137,0.7137
3930160,Ball Receipt*,25.38,0.6884,0.7053
3930160,Carry,25.38,0.6884,0.7053
3930160,Pass,28.44,0.6749,0.6951
3930160,Ball Receipt*,48.09,0.606,0.6495
3930160,Pass,48.39,0.6051,0.6471
3930160,Pressure,58.82,0.5768,0.6293
3930160,Ball Receipt*,16.72,0.7337,0.7337
3930160,Carry,16.72,0.7337,0.7337
3930160,Pass,17.17,0.731,0.731
3930160,Ball Receipt*,53.78,0.59,0.635
3930160,Carry,53.78,0.59,0.635
3930160,Pass,40.55,0.6295,0.6692
3930160,Pass,45.3,0.6144,0.668
3930160,Ball Receipt*,42.04,0.6246,0.6601
3930160,Pass,41.09,0.6278,0.6639
3930160,Ball Receipt*,30.38,0.6668,0.6773
3930160,Carry,30.38,0.6668,0.6773
3930160,Pass,17.15,0.7312,0.7324
3930160,Ball Receipt*,11.97,0.7654,0.7654
3930160,Carry,11.97,0.7654,0.7654
3930160,Ball Recovery,32.71,0.6576,0.6613
3930160,Pass,37.54,0.6398,0.6515
3930160,Ball Receipt*,62.83,0.5669,0.593
3930160,Duel,63.09,0.5663,0.594
3930160,Pass,36.4,0.6439,0.6439
3930160,Ball Receipt*,30.13,0.6678,0.6678
3930160,Carry,30.13,0.6678,0.6678
3930160,Pass,30.13,0.6678,0.6678
3930160,Pass,9.38,0.7861,0.7861
3930160,Ball Receipt*,50.52,0.599,0.7003
3930160,Foul Committed,50.27,0.5997,0.6992
3930160,Dribble,75.91,0.5378,0.6248
3930160,Pressure,46.41,0.611,0.644
3930160,Block,45.29,0.6144,0.6482
3930160,Ball Recovery,44.97,0.6154,0.6486
3930160,Carry,44.97,0.6154,0.6486
3930160,Pass,8.91,0.7902,0.7902
3930160,Ball Receipt*,15.7,0.74,0.7782
3930160,Carry,15.7,0.74,0.7782
3930160,Pass,17.87,0.7269,0.7269
3930160,Ball Receipt*,6.68,0.8117,0.8117
3930160,Pass,6.67,0.8119,0.8119
3930160,Ball Receipt*,21.71,0.7061,0.7099
3930160,Carry,21.71,0.7061,0.7099
3930160,Ball Receipt*,15.36,0.7421,0.7421
3930160,Carry,15.36,0.7421,0.7421
3930160,Pass,11.22,0.7711,0.7711
3930160,Ball Recovery,49.29,0.6025,0.634
3930160,Carry,49.29,0.6025,0.634
3930160,Pass,43.18,0.621,0.6415
3930160,Ball Receipt*,40.23,0.6306,0.6306
3930160,Carry,40.23,0.6306,0.6306
3930160,Pass,34.77,0.6498,0.6498
3930160,Ball Receipt*,22.1,0.7042,0.7042
3930160,Carry,22.1,0.7042,0.7042
3930160,Pass,32.25,0.6594,0.6742
3930160,Ball Receipt*,48.9,0.6036,0.6327
3930160,Carry,48.9,0.6036,0.6327
3930160,Pass,42.75,0.6224,0.6385
3930160,Ball Receipt*,9.08,0.7887,0.7887
3930160,Carry,9.08,0.7887,0.7887
3930160,Pass,8.92,0.7902,0.7902
3930160,Ball Receipt*,16.92,0.7325,0.7953
