event_id,frame,type,team,pcf_in_area,dist_to_goal_m,kept
1514,124005,PASS,Away,0.2499,91.69,1
1515,124051,BALL LOST,Away,0.8634,105.65,0
1517,124149,BALL LOST,Home,0.6272,45.63,0
1519,124219,PASS,Away,0.4127,72.11,1
1520,124324,PASS,Away,0.948,83.37,1
1521,124396,PASS,Away,0.9702,77.38,1
1522,124504,PASS,Away,0.5235,55.95,1
1523,124536,PASS,Away,0.5486,46.76,1
1524,124721,PASS,Away,0.3303,15.01,1
1525,124755,SHOT,Away,0.3998,17.04,0
1528,125558,PASS,Home,0.9916,103.9,0
1529,125622,BALL LOST,Away,0.9921,94.46,0
1530,125680,BALL LOST,Home,0.3804,46.47,0
1532,125792,CHALLENGE,Away,0.2318,63.97,0
1533,125792,BALL LOST,Away,0.2318,63.97,0
1534,125794,CHALLENGE,Home,0.5457,58.47,0
1536,125830,PASS,Home,0.4536,58.35,1
1537,125898,PASS,Home,0.4066,71.86,0
1538,125923,CHALLENGE,Away,0.5676,45.53,0
1539,125940,CHALLENGE,Home,0.3098,63.86,0
1543,126778,PASS,Home,0.716,62.21,1
1544,126839,PASS,Home,0.9283,73.14,1
1545,126915,PASS,Home,0.3529,69.14,1
1546,127007,PASS,Home,0.3174,60.54,1
1547,127062,BALL LOST,Home,0.309,68.24,0
1549,127189,PASS,Away,0.2612,43.99,1
1550,127385,PASS,Away,0.363,30.39,1
1551,127398,PASS,Away,0.5935,37.28,1
1552,127508,PASS,Away,0.8337,34.37,0
1553,127555,CHALLENGE,Home,0.4617,90.75,0
1555,127560,PASS,Home,0.4613,90.75,0
1556,127570,CHALLENGE,Away,0.3429,18.89,0
1557,127570,BALL LOST,Away,0.3429,18.89,0
1558,127678,CHALLENGE,Away,0.5608,45.9,0
1560,127680,CHALLENGE,Home,0.3221,61.62,0
1561,127680,BALL LOST,Home,0.3221,61.62,0
1562,127771,CHALLENGE,Home,0.4959,68.94,0
1563,127812,PASS,Away,0.5344,32.18,1
1564,127839,BALL LOST,Away,0.332,27.56,0
1566,127891,PASS,Home,0.3576,90.16,1
1567,127919,PASS,Home,0.3205,87.24,1
1568,127959,PASS,Home,0.4151,96.11,1
1569,128058,PASS,Home,0.5816,63.67,1
1570,128222,PASS,Home,0.3422,21.74,0
1571,128335,CHALLENGE,Away,0.6303,85.86,0
1573,128349,CHALLENGE,Away,0.5688,83.78,0
1575,128369,CHALLENGE,Home,0.2467,22.52,0
1576,128369,BALL LOST,Home,0.2467,22.52,0
1577,128377,CHALLENGE,Home,0.2818,23.57,0
1580,129235,PASS,Away,0.989,76.47,1
1581,129377,PASS,Away,0.3733,60.59,1
1582,129412,PASS,Away,0.5875,61.19,1
1583,129593,PASS,Away,0.8651,67.91,1
1584,129618,PASS,Away,0.3605,56.58,1
1585,129678,PASS,Away,0.3276,56.06,1
1586,129722,PASS,Away,0.5998,33.5,1
1587,129764,BALL LOST,Away,0.1966,26.36,0
1588,129778,CHALLENGE,Home,0.4014,87.44,0
1590,129788,PASS,Home,0.4896,89.48,1
1591,129810,BALL LOST,Home,0.6341,93.64,0
1593,129869,PASS,Away,0.5086,50.22,0
1594,129912,CHALLENGE,Home,0.2965,59.44,0
1595,129916,PASS,Away,0.5955,51.3,1
1596,129973,PASS,Away,0.5176,41.74,1
1597,130177,PASS,Away,0.2422,17.65,1
1598,130208,PASS,Away,0.2663,17.81,1
1599,130265,PASS,Away,0.4861,26.58,1
1600,130330,BALL LOST,Away,0.8339,26.01,0
1602,130403,PASS,Home,0.5023,96.7,1
1603,130510,PASS,Home,0.3923,73.62,1
1604,130565,PASS,Home,0.5855,62.54,1
1605,130643,PASS,Home,0.5827,45.34,1
1606,130763,PASS,Home,0.3284,25.78,1
1607,130839,PASS,Home,0.837,29.8,1
1608,131067,PASS,Home,0.8226,32.38,1
1609,131191,PASS,Home,0.7301,52.69,1
1610,131256,PASS,Home,0.6487,60.32,1
1611,131399,PASS,Home,0.9889,48.39,1
1612,131429,PASS,Home,0.4809,44.44,1
1613,131466,PASS,Home,0.7158,45.88,1
1614,131534,BALL LOST,Home,0.6575,38.3,0
1616,131562,BALL LOST,Away,0.59,84.93,0
1617,131651,CHALLENGE,Away,0.4715,60.8,0
1619,131681,PASS,Home,0.4427,47.6,1
1620,131800,PASS,Home,0.7728,53.08,1
1621,131850,PASS,Home,0.3882,48.89,1
1622,131905,PASS,Home,0.577,61.79,1
1623,131945,PASS,Home,0.8951,78.16,1
1624,132048,PASS,Home,0.6845,84.84,1
1625,132188,PASS,Home,0.6602,62.95,1
1626,132293,PASS,Home,0.9897,66.69,1
1627,132365,PASS,Home,0.9828,69.62,1
1628,132423,PASS,Home,0.3783,56.44,1
1629,132450,PASS,Home,0.3249,54.17,1
1630,132607,PASS,Home,0.5758,29.48,0
1631,132728,CHALLENGE,Away,0.3997,98.73,0
1633,132732,PASS,Away,0.3939,98.73,0
1634,132743,BALL LOST,Home,0.6209,26.82,0
1635,132875,CHALLENGE,Away,0.2577,74.27,0
1637,132881,CHALLENGE,Home,0.5274,36.3,0
1639,133242,PASS,Away,0.7911,73.52,1
1640,133317,PASS,Away,0.9708,65.26,1
1641,133403,PASS,Away,0.6979,55.28,1
1642,133495,PASS,Away,0.9564,52.22,1
1643,133625,PASS,Away,0.9316,40.74,1
1644,133782,PASS,Away,0.3616,37.28,1
1645,133892,PASS,Away,0.5967,35.46,1
1646,134012,PASS,Away,0.4966,33.32,1
1647,134041,SHOT,Away,0.5562,30.38,0
1649,134828,PASS,Home,0.9914,101.77,1
1650,134887,BALL LOST,Home,0.5043,48.69,0
1651,134915,CHALLENGE,Away,0.4122,69.9,0
1653,135092,PASS,Away,0.8832,68.75,1
1654,135125,BALL LOST,Away,0.9127,69.63,0
1656,135217,PASS,Away,0.6473,71.54,1
1657,135266,PASS,Away,0.3455,59.92,1
1658,135424,PASS,Away,0.6642,34.18,1
1659,135494,PASS,Away,0.5715,28.19,1
1660,135531,BALL LOST,Away,0.7207,28.91,0
1662,135585,PASS,Home,0.9243,93.22,1
1663,135727,PASS,Home,0.3412,54.72,1
1664,135957,SHOT,Home,0.1785,17.44,0
1666,136210,PASS,Away,0.9898,90.6,1
1667,136338,PASS,Away,0.3009,54.64,1
1668,136381,PASS,Away,0.4146,56.06,1
1669,136508,BALL LOST,Away,0.8134,35.55,0
1671,136522,PASS,Home,0.9397,80.97,1
1672,136555,PASS,Home,0.8939,87.69,1
1673,136627,PASS,Home,0.3186,74.2,1
1674,136724,PASS,Home,0.3196,77.68,1
1675,136763,PASS,Home,0.3514,61.78,1
1676,136789,PASS,Home,0.5833,66.9,1
1677,136906,PASS,Home,0.595,79.69,1
1678,136961,PASS,Home,0.3727,86.39,1
1679,137106,PASS,Home,0.8331,100.72,1
1680,137181,PASS,Home,0.3953,71.28,1
1681,137211,CHALLENGE,Home,0.3333,60.9,0
1683,137235,CHALLENGE,Away,0.686,49.79,0
1686,138545,PASS,Home,0.9746,65.49,1
1687,138647,PASS,Home,0.4248,70.29,1
1688,138684,PASS,Home,0.4056,57.55,1
1689,138761,PASS,Home,0.5709,60.23,1
1690,138846,PASS,Home,0.9901,66.73,1
1691,138929,PASS,Home,0.4878,60.56,1
1692,138986,PASS,Home,0.5768,71.13,1
1693,139029,PASS,Home,0.5069,68.67,1
1694,139089,PASS,Home,0.3724,66.22,0
1695,139110,CHALLENGE,Away,0.4256,58.95,0
1696,139133,CHALLENGE,Home,0.2509,62.72,0
1699,139571,PASS,Home,0.4096,58.54,1
1700,139629,PASS,Home,0.9146,71.84,1
1701,139724,PASS,Home,0.448,75.29,1
1702,139782,PASS,Home,0.643,83.18,1
1703,139824,PASS,Home,0.4646,76.91,0
1704,139851,CHALLENGE,Away,0.364,47.04,0
1706,139857,BALL LOST,Home,0.4046,64.69,0
1707,139867,PASS,Away,0.4575,49.23,1
1708,139898,PASS,Away,0.4075,48.65,1
1711,140478,PASS,Home,0.9914,101.77,1
1712,140619,BALL LOST,Home,0.267,80.8,0
1714,140729,PASS,Away,0.9862,68.98,0
1715,140893,CHALLENGE,Home,0.5063,59.67,0
1716,140912,CHALLENGE,Away,0.2956,42.54,0
1719,141140,PASS,Away,0.7349,41.61,1
1720,141185,PASS,Away,0.3223,36.45,0
1721,141404,CHALLENGE,Home,0.6853,95.96,0
1722,141436,PASS,Away,0.3245,35.24,1
1726,142394,CHALLENGE,Home,0.8049,57.43,0
1728,142526,PASS,Away,0.7501,64.23,1
1729,142615,PASS,Away,0.265,63.27,1
1730,142665,PASS,Away,0.961,72.62,1
1731,142715,PASS,Away,0.9726,63.6,1
1732,142886,BALL LOST,Away,0.5201,41.19,0
1734,142943,BALL LOST,Home,0.7113,90.93,0
1736,143130,PASS,Away,0.9819,53.73,1
1737,143229,BALL LOST,Away,0.4997,36.54,0
1739,143262,PASS,Home,0.2863,81.75,1
1740,143361,PASS,Home,0.7326,64.64,1
1741,143578,PASS,Home,0.8893,27.54,1
1742,143598,BALL LOST,Home,0.4554,18.89,0
