event_id,match_id,line,slot,x,y,ball_x,ball_y,dx_from_line,attacker_idx
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,att,,57.82641440122727,37.84982051618423,43.8375,65.02499999999999,19.50610465117672,3.0
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,att,,39.34015193551778,47.342515680212934,43.8375,65.02499999999999,1.0198421854672333,4.0
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,att,,54.97730513362604,49.45825267999916,43.8375,65.02499999999999,16.65699538357549,5.0
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,att,,30.981855680482735,53.02496713569879,43.8375,65.02499999999999,-7.338454069567813,6.0
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,att,,44.7033371018545,59.18735590341779,43.8375,65.02499999999999,6.383027351803953,7.0
ce2d0221-ed72-411d-a604-3e848f66a285,3930158,att,,43.83749866485596,65.02499999999999,43.8375,65.02499999999999,5.517188914805409,8.0
fd903042-962d-482e-8873-a55e21f9b119,3930158,back,0.0,25.721993968004245,24.521923671959357,30.800000000000004,58.565000000000005,-4.04793051297608,
fd903042-962d-482e-8873-a55e21f9b119,3930158,back,1.0,27.872866617542474,34.15633514530774,30.800000000000004,58.565000000000005,-1.8970578634378512,
fd903042-962d-482e-8873-a55e21f9b119,3930158,back,2.0,35.74915943762278,40.91760855603599,30.800000000000004,58.565000000000005,5.979234956642454,
fd903042-962d-482e-8873-a55e21f9b119,3930158,back,3.0,27.838670517738965,45.43291439923061,30.800000000000004,58.565000000000005,-1.9312539632413603,
fd903042-962d-482e-8873-a55e21f9b119,3930158,back,4.0,31.666931863993156,55.485127913592514,30.800000000000004,58.565000000000005,1.8970073830128307,
fd903042-962d-482e-8873-a55e21f9b119,3930158,mid,5.0,41.53546615253237,25.742827290036395,30.800000000000004,58.565000000000005,-0.17164397581928625,
fd903042-962d-482e-8873-a55e21f9b119,3930158,mid,6.0,45.606575622817346,40.944909214516024,30.800000000000004,58.565000000000005,3.8994654944656872,
fd903042-962d-482e-8873-a55e21f9b119,3930158,mid,7.0,37.00836173583711,47.08283921485662,30.800000000000004,58.565000000000005,-4.6987483925145455,
fd903042-962d-482e-8873-a55e21f9b119,3930158,mid,8.0,42.67803700221981,53.10858205765332,30.800000000000004,58.565000000000005,0.9709268738681516,
fd903042-962d-482e-8873-a55e21f9b119,3930158,att,,23.00160886264338,24.432651384781575,30.800000000000004,58.565000000000005,1.2939574939517016,0.0
fd903042-962d-482e-8873-a55e21f9b119,3930158,att,,43.52841662252193,26.8154233851404,30.800000000000004,58.565000000000005,21.820765253830253,1.0
fd903042-962d-482e-8873-a55e21f9b119,3930158,att,,22.403494087445246,30.07918255378876,30.800000000000004,58.565000000000005,0.6958427187535676,2.0
fd903042-962d-482e-8873-a55e21f9b119,3930158,att,,32.30017731922379,34.808934766365496,30.800000000000004,58.565000000000005,10.592525950532114,3.0
fd903042-962d-482e-8873-a55e21f9b119,3930158,att,,35.882433792052254,34.8299013278835,30.800000000000004,58.565000000000005,14.174782423360575,4.0
fd903042-962d-482e-8873-a55e21f9b119,3930158,att,,20.159804950720677,37.82974900867124,30.800000000000004,58.565000000000005,-1.5478464179710016,5.0
fd903042-962d-482e-8873-a55e21f9b119,3930158,att,,36.59345985004029,43.30425722057866,30.800000000000004,58.565000000000005,14.885808481348612,6.0
fd903042-962d-482e-8873-a55e21f9b119,3930158,att,,35.98076353542528,44.41208516764161,30.800000000000004,58.565000000000005,14.273112166733604,7.0
fd903042-962d-482e-8873-a55e21f9b119,3930158,att,,21.26569757395741,44.718491072403204,30.800000000000004,58.565000000000005,-0.44195379473426755,8.0
fd903042-962d-482e-8873-a55e21f9b119,3930158,att,,30.80000066757202,58.56500129699707,30.800000000000004,58.565000000000005,9.092349298880343,9.0
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,back,0.0,25.721993968004245,24.521923671959357,30.800000000000004,58.565000000000005,-4.04793051297608,
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,back,1.0,27.872866617542474,34.15633514530774,30.800000000000004,58.565000000000005,-1.8970578634378512,
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,back,2.0,35.74915943762278,40.91760855603599,30.800000000000004,58.565000000000005,5.979234956642454,
