adv_floor,adv_exp,n_events,lam_max,logL,dlogL
0.07,10.2,48,1.8693,-426.2461,-0.6702
0.07,10.4,48,1.8859,-426.2941,-0.7183
0.07,10.6,48,1.9018,-426.3451,-0.7693
0.07,10.8,48,1.9171,-426.3987,-0.8229
0.07,11.0,48,1.9318,-426.4547,-0.8789
0.07,11.2,48,1.9458,-426.5128,-0.9369
0.07,11.4,48,1.9593,-426.5727,-0.9969
0.07,11.6,48,1.9723,-426.6342,-1.0584
0.07,11.8,48,1.9847,-426.6971,-1.1213
0.07,12.0,48,1.9966,-426.7612,-1.1854
0.07,12.2,48,2.0081,-426.8262,-1.2504
0.07,12.4,48,2.019,-426.892,-1.3162
0.07,12.6,48,2.0296,-426.9584,-1.3826
0.07,12.8,48,2.0397,-427.0252,-1.4494
0.07,13.0,48,2.0494,-427.0923,-1.5165
0.07,13.2,48,2.0587,-427.1595,-1.5836
0.07,13.4,48,2.0677,-427.2266,-1.6508
0.07,13.6,48,2.0763,-427.2936,-1.7177
0.07,13.8,48,2.0846,-427.3603,-1.7844
0.07,14.0,48,2.0925,-427.4266,-1.8507
0.07,14.2,48,2.1002,-427.4924,-1.9166
0.07,14.4,48,2.1075,-427.5576,-1.9818
0.07,14.6,48,2.1146,-427.6222,-2.0464
0.07,14.8,48,2.1214,-427.6861,-2.1102
0.07,15.0,48,2.128,-427.7491,-2.1733
0.07,15.2,48,2.1343,-427.8113,-2.2354
0.07,15.4,48,2.1404,-427.8725,-2.2967
0.07,15.6,48,2.1463,-427.9328,-2.357
0.07,15.8,48,2.1519,-427.9921,-2.4163
0.07,16.0,48,2.1573,-428.0503,-2.4745
0.08,0.4,48,0.2306,-430.3348,-4.7589
0.08,0.6,48,0.2567,-429.5849,-4.0091
0.08,0.8,48,0.2844,-428.9883,-3.4125
0.08,1.0,48,0.3137,-428.5221,-2.9463
0.08,1.2,48,0.3444,-428.1649,-2.5891
0.08,1.4,48,0.3766,-427.8964,-2.3205
0.08,1.6,48,0.4101,-427.6978,-2.122
0.08,1.8,48,0.4448,-427.5525,-1.9767
0.08,2.0,48,0.4807,-427.4457,-1.8698
0.08,2.2,48,0.5175,-427.365,-1.7892
0.08,2.4,48,0.5552,-427.3008,-1.725
0.08,2.6,48,0.5937,-427.2454,-1.6696
0.08,2.8,48,0.6327,-427.1933,-1.6175
0.08,3.0,48,0.6723,-427.1406,-1.5648
0.08,3.2,48,0.7121,-427.0848,-1.509
0.08,3.4,48,0.7521,-427.0246,-1.4488
0.08,3.6,48,0.7921,-426.9594,-1.3836
0.08,3.8,48,0.832,-426.8893,-1.3135
0.08,4.0,48,0.8717,-426.8147,-1.2389
0.08,4.2,48,0.9111,-426.7365,-1.1607
0.08,4.4,48,0.95,-426.6557,-1.0799
0.08,4.6,48,0.9883,-426.5736,-0.9977
0.08,4.8,48,1.026,-426.4911,-0.9153
0.08,5.0,48,1.063,-426.4096,-0.8338
0.08,5.2,48,1.0991,-426.3301,-0.7543
0.08,5.4,48,1.1345,-426.2536,-0.6777
0.08,5.6,48,1.1689,-426.1809,-0.605
0.08,5.8,48,1.2024,-426.1128,-0.537
0.08,6.0,48,1.2349,-426.05,-0.4742
0.08,6.2,48,1.2665,-425.993,-0.4172
0.08,6.4,48,1.297,-425.9421,-0.3663
0.08,6.6,48,1.3265,-425.8977,-0.3219
0.08,6.8,48,1.355,-425.8599,-0.284
0.08,7.0,48,1.3825,-425.8288,-0.2529
0.08,7.2,48,1.409,-425.8044,-0.2286
0.08,7.4,48,1.4345,-425.7867,-0.2109
0.08,7.6,48,1.459,-425.7756,-0.1998
0.08,7.8,48,1.4826,-425.7708,-0.195
0.08,8.0,48,1.5052,-425.7723,-0.1965
0.08,8.2,48,1.527,-425.7797,-0.2039
0.08,8.4,48,1.5478,-425.7928,-0.217
0.08,8.6,48,1.5679,-425.8113,-0.2355
0.08,8.8,48,1.587,-425.8349,-0.2591
0.08,9.0,48,1.6054,-425.8633,-0.2875
0.08,9.2,48,1.623,-425.8962,-0.3204
0.08,9.4,48,1.6399,-425.9333,-0.3575
0.08,9.6,48,1.6561,-425.9742,-0.3984
0.08,9.8,48,1.6716,-426.0187,-0.4428
0.08,10.0,48,1.6864,-426.0663,-0.4905
0.08,10.2,48,1.7006,-426.117,-0.5412
0.08,10.4,48,1.7142,-426.1703,-0.5944
0.08,10.6,48,1.7272,-426.2259,-0.6501
0.08,10.8,48,1.7397,-426.2837,-0.7078
0.08,11.0,48,1.7516,-426.3432,-0.7674
0.08,11.2,48,1.763,-426.4044,-0.8286
0.08,11.4,48,1.774,-426.467,-0.8912
0.08,11.6,48,1.7845,-426.5307,-0.9549
0.08,11.8,48,1.7945,-426.5953,-1.0195
0.08,12.0,48,1.8041,-426.6607,-1.0849
0.08,12.2,48,1.8134,-426.7266,-1.1508
0.08,12.4,48,1.8222,-426.7929,-1.2171
0.08,12.6,48,1.8307,-426.8594,-1.2836
0.08,12.8,48,1.8388,-426.9261,-1.3502
0.08,13.0,48,1.8467,-426.9926,-1.4168
0.08,13.2,48,1.8541,-427.0589,-1.4831
0.08,13.4,48,1.8613,-427.125,-1.5492
0.08,13.6,48,1.8682,-427.1906,-1.6148
0.08,13.8,48,1.8749,-427.2557,-1.6799
0.08,14.0,48,1.8812,-427.3202,-1.7444
0.08,14.2,48,1.8873,-427.384,-1.8082
0.08,14.4,48,1.8932,-427.4471,-1.8713
0.08,14.6,48,1.8989,-427.5093,-1.9335
0.08,14.8,48,1.9043,-427.5706,-1.9948
0.08,15.0,48,1.9095,-427.631,-2.0552
0.08,15.2,48,1.9146,-427.6905,-2.1146
0.08,15.4,48,1.9194,-427.7489,-2.173
0.08,15.6,48,1.9241,-427.8062,-2.2304
0.08,15.8,48,1.9285,-427.8624,-2.2866
0.08,16.0,48,1.9329,-427.9175,-2.3417
0.09,0.4,48,0.2299,-430.3588,-4.783
0.09,0.6,48,0.2556,-429.6167,-4.0409
0.09,0.8,48,0.2827,-429.0243,-3.4485
0.09,1.0,48,0.3113,-428.5584,-2.9826
0.09,1.2,48,0.3412,-428.1972,-2.6213
0.09,1.4,48,0.3723,-427.9202,-2.3444
0.09,1.6,48,0.4046,-427.7091,-2.1333
0.09,1.8,48,0.438,-427.5476,-1.9717
0.09,2.0,48,0.4723,-427.4216,-1.8457
0.09,2.2,48,0.5074,-427.3197,-1.7439
0.09,2.4,48,0.5432,-427.233,-1.6572
0.09,2.6,48,0.5795,-427.1548,-1.5789
0.09,2.8,48,0.6163,-427.0802,-1.5044
0.09,3.0,48,0.6532,-427.0061,-1.4303
0.09,3.2,48,0.6904,-426.9305,-1.3546
0.09,3.4,48,0.7275,-426.8523,-1.2765
0.09,3.6,48,0.7644,-426.7713,-1.1955
0.09,3.8,48,0.8011,-426.6878,-1.1119
0.09,4.0,48,0.8374,-426.6023,-1.0264
0.09,4.2,48,0.8733,-426.5157,-0.9398
0.09,4.4,48,0.9085,-426.4289,-0.8531
0.09,4.6,48,0.9431,-426.3431,-0.7673
0.09,4.8,48,0.977,-426.2592,-0.6834
0.09,5.0,48,1.0101,-426.1783,-0.6024
0.09,5.2,48,1.0424,-426.1012,-0.5253
0.09,5.4,48,1.0737,-426.0286,-0.4528
0.09,5.6,48,1.1042,-425.9614,-0.3856
0.09,5.8,48,1.1337,-425.9,-0.3242
0.09,6.0,48,1.1622,-425.8448,-0.269
0.09,6.2,48,1.1898,-425.7962,-0.2204
0.09,6.4,48,1.2164,-425.7544,-0.1786
0.09,6.6,48,1.242,-425.7195,-0.1437
0.09,6.8,48,1.2667,-425.6915,-0.1157
0.09,7.0,48,1.2904,-425.6705,-0.0946
0.09,7.2,48,1.3132,-425.6561,-0.0803
0.09,7.4,48,1.3351,-425.6484,-0.0726
0.09,7.6,48,1.3561,-425.6472,-0.0713
0.09,7.8,48,1.3762,-425.652,-0.0762
0.09,8.0,48,1.3955,-425.6628,-0.087
0.09,8.2,48,1.414,-425.6792,-0.1034
0.09,8.4,48,1.4317,-425.7009,-0.125
0.09,8.6,48,1.4486,-425.7275,-0.1517
0.09,8.8,48,1.4647,-425.7588,-0.1829
0.09,9.0,48,1.4802,-425.7943,-0.2185
0.09,9.2,48,1.495,-425.8339,-0.2581
0.09,9.4,48,1.5092,-425.8771,-0.3013
0.09,9.6,48,1.5227,-425.9237,-0.3479
0.09,9.8,48,1.5356,-425.9733,-0.3975
0.09,10.0,48,1.548,-426.0256,-0.4498
0.09,10.2,48,1.5598,-426.0804,-0.5045
0.09,10.4,48,1.5711,-426.1373,-0.5614
0.09,10.6,48,1.5819,-426.1961,-0.6203
0.09,10.8,48,1.5923,-426.2565,-0.6807
0.09,11.0,48,1.6022,-426.3184,-0.7426
0.09,11.2,48,1.6116,-426.3814,-0.8056
0.09,11.4,48,1.6207,-426.4454,-0.8696
0.09,11.6,48,1.6293,-426.5101,-0.9343
0.09,11.8,48,1.6376,-426.5754,-0.9996
0.09,12.0,48,1.6455,-426.6411,-1.0653
0.09,12.2,48,1.6531,-426.7071,-1.1313
0.09,12.4,48,1.6604,-426.7731,-1.1973
0.09,12.6,48,1.6673,-426.839,-1.2632
0.09,12.8,48,1.674,-426.9048,-1.329
0.09,13.0,48,1.6804,-426.9702,-1.3944
0.09,13.2,48,1.6865,-427.0353,-1.4594
0.09,13.4,48,1.6924,-427.0998,-1.5239
0.09,13.6,48,1.6981,-427.1636,-1.5878
0.09,13.8,48,1.7035,-427.2268,-1.651
0.09,14.0,48,1.7087,-427.2893,-1.7135
0.09,14.2,48,1.7137,-427.3509,-1.7751
0.09,14.4,48,1.7185,-427.4116,-1.8358
0.09,14.6,48,1.7231,-427.4714,-1.8955
0.09,14.8,48,1.7275,-427.5301,-1.9543
0.09,15.0,48,1.7317,-427.5879,-2.0121
0.09,15.2,48,1.7358,-427.6446,-2.0688
0.09,15.4,48,1.7398,-427.7002,-2.1244
0.09,15.6,48,1.7436,-427.7547,-2.1788
0.09,15.8,48,1.7472,-427.808,-2.2322
0.09,16.0,48,1.7507,-427.8602,-2.2844
0.1,0.4,48,0.2293,-430.3829,-4.8071
0.1,0.6,48,0.2545,-429.6485,-4.0727
0.1,0.8,48,0.281,-429.0607,-3.4849
0.1,1.0,48,0.3089,-428.5956,-3.0198
0.1,1.2,48,0.3379,-428.2312,-2.6554
0.1,1.4,48,0.3681,-427.9472,-2.3714
0.1,1.6,48,0.3993,-427.7256,-2.1498
0.1,1.8,48,0.4314,-427.5505,-1.9746
0.1,2.0,48,0.4642,-427.4086,-1.8328
0.1,2.2,48,0.4977,-427.2894,-1.7136
0.1,2.4,48,0.5317,-427.1848,-1.6089
0.1,2.6,48,0.566,-427.0886,-1.5128
0.1,2.8,48,0.6006,-426.9968,-1.421
0.1,3.0,48,0.6353,-426.9067,-1.3308
0.1,3.2,48,0.6699,-426.8165,-1.2407
0.1,3.4,48,0.7044,-426.7258,-1.1499
0.1,3.6,48,0.7386,-426.6342,-1.0584
0.1,3.8,48,0.7724,-426.5422,-0.9664
0.1,4.0,48,0.8057,-426.4504,-0.8746
0.1,4.2,48,0.8385,-426.3596,-0.7838
0.1,4.4,48,0.8705,-426.2708,-0.6949
0.1,4.6,48,0.9019,-426.1847,-0.6089
0.1,4.8,48,0.9325,-426.1024,-0.5265
0.1,5.0,48,0.9623,-426.0245,-0.4487
0.1,5.2,48,0.9911,-425.9518,-0.376
0.1,5.4,48,1.0191,-425.885,-0.3092
0.1,5.6,48,1.0462,-425.8244,-0.2486
0.1,5.8,48,1.0724,-425.7704,-0.1946
0.1,6.0,48,1.0976,-425.7234,-0.1476
0.1,6.2,48,1.1219,-425.6834,-0.1076
0.1,6.4,48,1.1452,-425.6505,-0.0747
0.1,6.6,48,1.1677,-425.6247,-0.0489
0.1,6.8,48,1.1892,-425.6059,-0.0301
0.1,7.0,48,1.2099,-425.594,-0.0182
0.1,7.2,48,1.2297,-425.5888,-0.0129
0.1,7.4,48,1.2486,-425.5899,-0.0141
0.1,7.6,48,1.2668,-425.5972,-0.0214
0.1,7.8,48,1.2841,-425.6104,-0.0345
0.1,8.0,48,1.3007,-425.629,-0.0532
0.1,8.2,48,1.3165,-425.6529,-0.0771
0.1,8.4,48,1.3317,-425.6816,-0.1058
0.1,8.6,48,1.3461,-425.7149,-0.139
0.1,8.8,48,1.36,-425.7523,-0.1764
0.1,9.0,48,1.3731,-425.7935,-0.2177
0.1,9.2,48,1.3857,-425.8383,-0.2624
0.1,9.4,48,1.3977,-425.8862,-0.3104
0.1,9.6,48,1.4092,-425.937,-0.3612
0.1,9.8,48,1.4202,-425.9903,-0.4145
0.1,10.0,48,1.4306,-426.046,-0.4701
0.1,10.2,48,1.4406,-426.1036,-0.5278
0.1,10.4,48,1.4501,-426.163,-0.5871
0.1,10.6,48,1.4592,-426.2238,-0.648
0.1,10.8,48,1.4679,-426.2859,-0.7101
0.1,11.0,48,1.4762,-426.349,-0.7732
0.1,11.2,48,1.4841,-426.4129,-0.8371
0.1,11.4,48,1.4917,-426.4775,-0.9017
0.1,11.6,48,1.499,-426.5425,-0.9667
0.1,11.8,48,1.5059,-426.6077,-1.0319
0.1,12.0,48,1.5125,-426.6731,-1.0973
0.1,12.2,48,1.5189,-426.7385,-1.1626
0.1,12.4,48,1.5249,-426.8036,-1.2278
0.1,12.6,48,1.5308,-426.8685,-1.2927
0.1,12.8,48,1.5363,-426.933,-1.3572
0.1,13.0,48,1.5416,-426.997,-1.4211
0.1,13.2,48,1.5467,-427.0604,-1.4845
0.1,13.4,48,1.5516,-427.1231,-1.5472
0.1,13.6,48,1.5563,-427.185,-1.6092
0.1,13.8,48,1.5608,-427.2461,-1.6703
0.1,14.0,48,1.5651,-427.3064,-1.7306
0.1,14.2,48,1.5693,-427.3657,-1.7899
0.1,14.4,48,1.5732,-427.424,-1.8482
0.1,14.6,48,1.5771,-427.4813,-1.9055
0.1,14.8,48,1.5807,-427.5376,-1.9618
0.1,15.0,48,1.5842,-427.5927,-2.0169
0.1,15.2,48,1.5876,-427.6468,-2.071
0.1,15.4,48,1.5909,-427.6997,-2.1239
0.1,15.6,48,1.594,-427.7515,-2.1756
0.1,15.8,48,1.597,-427.8021,-2.2263
0.1,16.0,48,1.5999,-427.8515,-2.2757
0.11,0.4,48,0.2286,-430.4069,-4.8311
0.11,0.6,48,0.2534,-429.6805,-4.1047
0.11,0.8,48,0.2794,-429.0973,-3.5215
0.11,1.0,48,0.3065,-428.6335,-3.0577
0.11,1.2,48,0.3348,-428.2668,-2.6909
0.11,1.4,48,0.364,-427.9771,-2.4013
0.11,1.6,48,0.3941,-427.7466,-2.1708
0.11,1.8,48,0.4249,-427.5602,-1.9844
0.11,2.0,48,0.4564,-427.4054,-1.8296
0.11,2.2,48,0.4883,-427.2722,-1.6964
0.11,2.4,48,0.5206,-427.1532,-1.5774
0.11,2.6,48,0.5531,-427.0431,-1.4673
0.11,2.8,48,0.5857,-426.9382,-1.3623
0.11,3.0,48,0.6183,-426.8361,-1.2603
0.11,3.2,48,0.6507,-426.7356,-1.1598
0.11,3.4,48,0.6828,-426.6363,-1.0604
0.11,3.6,48,0.7145,-426.5379,-0.9621
0.11,3.8,48,0.7457,-426.4411,-0.8653
0.11,4.0,48,0.7763,-426.3463,-0.7705
0.11,4.2,48,0.8063,-426.2543,-0.6785
0.11,4.4,48,0.8356,-426.1659,-0.5901
0.11,4.6,48,0.8641,-426.0819,-0.506
0.11,4.8,48,0.8919,-426.0029,-0.4271
0.11,5.0,48,0.9187,-425.9296,-0.3538
0.11,5.2,48,0.9447,-425.8626,-0.2867
0.11,5.4,48,0.9698,-425.8021,-0.2263
0.11,5.6,48,0.9941,-425.7487,-0.1729
0.11,5.8,48,1.0174,-425.7024,-0.1266
0.11,6.0,48,1.0398,-425.6634,-0.0876
0.11,6.2,48,1.0613,-425.6317,-0.0559
0.11,6.4,48,1.082,-425.6073,-0.0314
0.11,6.6,48,1.1017,-425.5899,-0.0141
0.11,6.8,48,1.1207,-425.5795,-0.0037
0.11,7.0,48,1.1388,-425.5758,0.0
0.11,7.2,48,1.1561,-425.5786,-0.0027
0.11,7.4,48,1.1727,-425.5874,-0.0116
0.11,7.6,48,1.1885,-425.6021,-0.0263
0.11,7.8,48,1.2036,-425.6223,-0.0465
0.11,8.0,48,1.2179,-425.6476,-0.0717
0.11,8.2,48,1.2317,-425.6776,-0.1018
0.11,8.4,48,1.2448,-425.7121,-0.1363
0.11,8.6,48,1.2573,-425.7507,-0.1749
0.11,8.8,48,1.2692,-425.793,-0.2171
0.11,9.0,48,1.2805,-425.8386,-0.2628
0.11,9.2,48,1.2913,-425.8874,-0.3115
0.11,9.4,48,1.3016,-425.9388,-0.363
0.11,9.6,48,1.3115,-425.9927,-0.4169
0.11,9.8,48,1.3208,-426.0488,-0.473
0.11,10.0,48,1.3298,-426.1067,-0.5309
0.11,10.2,48,1.3383,-426.1662,-0.5904
0.11,10.4,48,1.3464,-426.2271,-0.6513
0.11,10.6,48,1.3542,-426.2892,-0.7133
0.11,10.8,48,1.3616,-426.3521,-0.7763
0.11,11.0,48,1.3686,-426.4158,-0.8399
0.11,11.2,48,1.3754,-426.4799,-0.9041
0.11,11.4,48,1.3818,-426.5444,-0.9686
0.11,11.6,48,1.3879,-426.6091,-1.0333
0.11,11.8,48,1.3938,-426.6738,-1.098
0.11,12.0,48,1.3994,-426.7384,-1.1625
0.11,12.2,48,1.4048,-426.8027,-1.2269
0.11,12.4,48,1.4099,-426.8667,-1.2909
0.11,12.6,48,1.4148,-426.9302,-1.3544
0.11,12.8,48,1.4195,-426.9931,-1.4173
0.11,13.0,48,1.424,-427.0554,-1.4796
0.11,13.2,48,1.4283,-427.117,-1.5412
0.11,13.4,48,1.4325,-427.1778,-1.6019
0.11,13.6,48,1.4364,-427.2377,-1.6619
0.11,13.8,48,1.4402,-427.2967,-1.7208
0.11,14.0,48,1.4438,-427.3547,-1.7789
0.11,14.2,48,1.4473,-427.4117,-1.8359
0.11,14.4,48,1.4506,-427.4677,-1.8918
0.11,14.6,48,1.4539,-427.5226,-1.9467
0.11,14.8,48,1.4569,-427.5764,-2.0005
0.11,15.0,48,1.4599,-427.629,-2.0532
0.11,15.2,48,1.4627,-427.6805,-2.1047
0.11,15.4,48,1.4655,-427.7309,-2.1551
0.11,15.6,48,1.4681,-427.7801,-2.2043
0.11,15.8,48,1.4706,-427.8282,-2.2524
0.11,16.0,48,1.473,-427.8751,-2.2992
0.12,0.4,48,0.228,-430.431,-4.8552
0.12,0.6,48,0.2523,-429.7125,-4.1367
0.12,0.8,48,0.2777,-429.1343,-3.5585
0.12,1.0,48,0.3042,-428.6721,-3.0963
0.12,1.2,48,0.3317,-428.3038,-2.728
0.12,1.4,48,0.36,-428.0095,-2.4337
0.12,1.6,48,0.3891,-427.7718,-2.196
0.12,1.8,48,0.4187,-427.5761,-2.0003
0.12,2.0,48,0.4489,-427.4107,-1.8348
0.12,2.2,48,0.4793,-427.2662,-1.6904
0.12,2.4,48,0.51,-427.1359,-1.5601
0.12,2.6,48,0.5408,-427.015,-1.4392
0.12,2.8,48,0.5716,-426.9002,-1.3244
0.12,3.0,48,0.6022,-426.7895,-1.2137
0.12,3.2,48,0.6325,-426.6819,-1.1061
0.12,3.4,48,0.6624,-426.577,-1.0012
0.12,3.6,48,0.6919,-426.4748,-0.899
0.12,3.8,48,0.7207,-426.3757,-0.7999
0.12,4.0,48,0.749,-426.2802,-0.7044
0.12,4.2,48,0.7766,-426.1891,-0.6133
0.12,4.4,48,0.8034,-426.1029,-0.5271
0.12,4.6,48,0.8294,-426.0223,-0.4465
0.12,4.8,48,0.8546,-425.9478,-0.372
0.12,5.0,48,0.879,-425.88,-0.3042
0.12,5.2,48,0.9025,-425.8191,-0.2433
0.12,5.4,48,0.9251,-425.7655,-0.1896
0.12,5.6,48,0.9469,-425.7192,-0.1434
0.12,5.8,48,0.9677,-425.6805,-0.1046
0.12,6.0,48,0.9878,-425.6492,-0.0734
0.12,6.2,48,1.0069,-425.6253,-0.0495
0.12,6.4,48,1.0253,-425.6086,-0.0328
0.12,6.6,48,1.0428,-425.599,-0.0231
0.12,6.8,48,1.0596,-425.5961,-0.0202
0.12,7.0,48,1.0756,-425.5996,-0.0238
0.12,7.2,48,1.0909,-425.6093,-0.0335
0.12,7.4,48,1.1054,-425.6249,-0.049
0.12,7.6,48,1.1193,-425.6458,-0.07
0.12,7.8,48,1.1325,-425.6719,-0.0961
0.12,8.0,48,1.1451,-425.7027,-0.1269
0.12,8.2,48,1.1571,-425.7379,-0.162
0.12,8.4,48,1.1685,-425.777,-0.2012
0.12,8.6,48,1.1794,-425.8198,-0.244
0.12,8.8,48,1.1897,-425.8659,-0.2901
0.12,9.0,48,1.1996,-425.915,-0.3392
0.12,9.2,48,1.2089,-425.9667,-0.3909
0.12,9.4,48,1.2179,-426.0208,-0.445
0.12,9.6,48,1.2264,-426.077,-0.5011
0.12,9.8,48,1.2345,-426.1349,-0.559
0.12,10.0,48,1.2422,-426.1943,-0.6185
0.12,10.2,48,1.2495,-426.255,-0.6792
0.12,10.4,48,1.2565,-426.3167,-0.7409
0.12,10.6,48,1.2632,-426.3793,-0.8035
0.12,10.8,48,1.2696,-426.4425,-0.8667
0.12,11.0,48,1.2757,-426.5061,-0.9303
0.12,11.2,48,1.2814,-426.57,-0.9942
0.12,11.4,48,1.287,-426.634,-1.0582
0.12,11.6,48,1.2922,-426.698,-1.1222
0.12,11.8,48,1.2973,-426.7618,-1.186
0.12,12.0,48,1.3021,-426.8253,-1.2494
0.12,12.2,48,1.3067,-426.8883,-1.3125
0.12,12.4,48,1.3111,-426.9509,-1.3751
0.12,12.6,48,1.3152,-427.0128,-1.437
0.12,12.8,48,1.3193,-427.0741,-1.4983
0.12,13.0,48,1.3231,-427.1346,-1.5587
0.12,13.2,48,1.3268,-427.1942,-1.6184
0.12,13.4,48,1.3303,-427.253,-1.6772
0.12,13.6,48,1.3337,-427.3108,-1.735
0.12,13.8,48,1.3369,-427.3677,-1.7918
0.12,14.0,48,1.34,-427.4235,-1.8476
0.12,14.2,48,1.3429,-427.4782,-1.9024
0.12,14.4,48,1.3458,-427.5319,-1.9561
0.12,14.6,48,1.3485,-427.5844,-2.0086
0.12,14.8,48,1.3511,-427.6359,-2.0601
0.12,15.0,48,1.3536,-427.6862,-2.1103
0.12,15.2,48,1.3561,-427.7353,-2.1595
0.12,15.4,48,1.3584,-427.7833,-2.2075
0.12,15.6,48,1.3606,-427.8301,-2.2543
0.12,15.8,48,1.3628,-427.8757,-2.2999
0.12,16.0,48,1.3648,-427.9202,-2.3444
0.13,0.4,48,0.2274,-430.455,-4.8792
0.13,0.6,48,0.2512,-429.7446,-4.1687
0.13,0.8,48,0.2761,-429.1715,-3.5957
0.13,1.0,48,0.3019,-428.7114,-3.1356
0.13,1.2,48,0.3286,-428.3422,-2.7664
0.13,1.4,48,0.3561,-428.0442,-2.4684
0.13,1.6,48,0.3841,-427.8007,-2.2249
0.13,1.8,48,0.4127,-427.5975,-2.0217
0.13,2.0,48,0.4416,-427.4234,-1.8476
0.13,2.2,48,0.4707,-427.27,-1.6942
0.13,2.4,48,0.4999,-427.1309,-1.5551
0.13,2.6,48,0.5291,-427.0018,-1.426
0.13,2.8,48,0.5581,-426.8798,-1.304
0.13,3.0,48,0.5869,-426.7631,-1.1873
0.13,3.2,48,0.6153,-426.6508,-1.075
0.13,3.4,48,0.6432,-426.5427,-0.9668
0.13,3.6,48,0.6706,-426.4387,-0.8629
0.13,3.8,48,0.6974,-426.3393,-0.7634
0.13,4.0,48,0.7235,-426.2448,-0.669
0.13,4.2,48,0.7489,-426.156,-0.5801
0.13,4.4,48,0.7735,-426.0731,-0.4973
0.13,4.6,48,0.7974,-425.9969,-0.421
0.13,4.8,48,0.8204,-425.9276,-0.3517
0.13,5.0,48,0.8425,-425.8655,-0.2897
0.13,5.2,48,0.8638,-425.811,-0.2352
0.13,5.4,48,0.8843,-425.7641,-0.1883
0.13,5.6,48,0.9039,-425.7249,-0.1491
0.13,5.8,48,0.9227,-425.6934,-0.1175
0.13,6.0,48,0.9407,-425.6693,-0.0935
0.13,6.2,48,0.9579,-425.6526,-0.0768
0.13,6.4,48,0.9743,-425.643,-0.0672
0.13,6.6,48,0.9899,-425.6403,-0.0644
0.13,6.8,48,1.0048,-425.644,-0.0682
0.13,7.0,48,1.0191,-425.654,-0.0781
0.13,7.2,48,1.0326,-425.6697,-0.0939
0.13,7.4,48,1.0455,-425.6909,-0.1151
0.13,7.6,48,1.0577,-425.7173,-0.1414
0.13,7.8,48,1.0694,-425.7483,-0.1724
0.13,8.0,48,1.0805,-425.7836,-0.2078
0.13,8.2,48,1.091,-425.8229,-0.2471
0.13,8.4,48,1.101,-425.8658,-0.29
0.13,8.6,48,1.1106,-425.912,-0.3362
0.13,8.8,48,1.1196,-425.9611,-0.3852
0.13,9.0,48,1.1283,-426.0127,-0.4369
0.13,9.2,48,1.1365,-426.0667,-0.4908
0.13,9.4,48,1.1443,-426.1226,-0.5468
0.13,9.6,48,1.1517,-426.1803,-0.6044
0.13,9.8,48,1.1587,-426.2394,-0.6636
0.13,10.0,48,1.1654,-426.2997,-0.7239
0.13,10.2,48,1.1718,-426.361,-0.7852
0.13,10.4,48,1.1779,-426.4231,-0.8472
0.13,10.6,48,1.1837,-426.4857,-0.9099
0.13,10.8,48,1.1892,-426.5487,-0.9729
0.13,11.0,48,1.1945,-426.6119,-1.0361
0.13,11.2,48,1.1995,-426.6752,-1.0994
0.13,11.4,48,1.2043,-426.7384,-1.1625
0.13,11.6,48,1.2089,-426.8013,-1.2255
0.13,11.8,48,1.2132,-426.864,-1.2881
0.13,12.0,48,1.2174,-426.9261,-1.3503
0.13,12.2,48,1.2213,-426.9877,-1.4119
0.13,12.4,48,1.2251,-427.0487,-1.4729
0.13,12.6,48,1.2288,-427.109,-1.5332
0.13,12.8,48,1.2322,-427.1685,-1.5926
0.13,13.0,48,1.2355,-427.2271,-1.6513
0.13,13.2,48,1.2387,-427.2848,-1.709
0.13,13.4,48,1.2417,-427.3415,-1.7657
0.13,13.6,48,1.2446,-427.3973,-1.8215
0.13,13.8,48,1.2474,-427.452,-1.8762
0.13,14.0,48,1.2501,-427.5057,-1.9298
0.13,14.2,48,1.2526,-427.5582,-1.9824
0.13,14.4,48,1.2551,-427.6097,-2.0339
0.13,14.6,48,1.2574,-427.66,-2.0842
0.13,14.8,48,1.2597,-427.7092,-2.1334
0.13,15.0,48,1.2618,-427.7572,-2.1814
0.13,15.2,48,1.2639,-427.8041,-2.2283
0.13,15.4,48,1.2659,-427.8498,-2.274
0.13,15.6,48,1.2678,-427.8944,-2.3186
0.13,15.8,48,1.2696,-427.9378,-2.362
0.13,16.0,48,1.2714,-427.9801,-2.4042
0.14,0.4,48,0.2267,-430.4791,-4.9033
0.14,0.6,48,0.2501,-429.7767,-4.2009
0.14,0.8,48,0.2745,-429.2089,-3.6331
0.14,1.0,48,0.2997,-428.7513,-3.1755
0.14,1.2,48,0.3257,-428.3818,-2.806
0.14,1.4,48,0.3522,-428.0811,-2.5053
0.14,1.6,48,0.3793,-427.8329,-2.2571
0.14,1.8,48,0.4068,-427.6237,-2.0478
0.14,2.0,48,0.4345,-427.4428,-1.867
0.14,2.2,48,0.4623,-427.2824,-1.7065
0.14,2.4,48,0.4901,-427.1366,-1.5607
0.14,2.6,48,0.5178,-427.0014,-1.4255
0.14,2.8,48,0.5452,-426.8742,-1.2984
0.14,3.0,48,0.5723,-426.7535,-1.1777
0.14,3.2,48,0.599,-426.6385,-1.0627
0.14,3.4,48,0.6251,-426.5289,-0.9531
0.14,3.6,48,0.6507,-426.4248,-0.849
0.14,3.8,48,0.6756,-426.3265,-0.7507
