adv_floor,adv_exp,n_events,lam_max,logL,dlogL
0.21,8.8,48,0.761,-426.9845,-1.4086
0.21,9.0,48,0.7646,-427.0406,-1.4648
0.21,9.2,48,0.768,-427.0971,-1.5213
0.21,9.4,48,0.7713,-427.1539,-1.5781
0.21,9.6,48,0.7743,-427.2108,-1.635
0.21,9.8,48,0.7772,-427.2676,-1.6918
0.21,10.0,48,0.78,-427.3242,-1.7484
0.21,10.2,48,0.7825,-427.3805,-1.8047
0.21,10.4,48,0.785,-427.4364,-1.8606
0.21,10.6,48,0.7873,-427.4917,-1.9159
0.21,10.8,48,0.7896,-427.5464,-1.9706
0.21,11.0,48,0.7917,-427.6004,-2.0246
0.21,11.2,48,0.7937,-427.6536,-2.0778
0.21,11.4,48,0.7956,-427.706,-2.1302
0.21,11.6,48,0.7974,-427.7576,-2.1818
0.21,11.8,48,0.7991,-427.8082,-2.2324
0.21,12.0,48,0.8007,-427.8579,-2.282
0.21,12.2,48,0.8023,-427.9065,-2.3307
0.21,12.4,48,0.8037,-427.9542,-2.3784
0.21,12.6,48,0.8052,-428.0008,-2.425
0.21,12.8,48,0.8065,-428.0464,-2.4706
0.21,13.0,48,0.8078,-428.0909,-2.5151
0.21,13.2,48,0.809,-428.1343,-2.5585
0.21,13.4,48,0.8102,-428.1767,-2.6009
0.21,13.6,48,0.8113,-428.218,-2.6422
0.21,13.8,48,0.8124,-428.2582,-2.6824
0.21,14.0,48,0.8134,-428.2974,-2.7215
0.21,14.2,48,0.8144,-428.3354,-2.7596
0.21,14.4,48,0.8153,-428.3725,-2.7967
0.21,14.6,48,0.8162,-428.4085,-2.8326
0.21,14.8,48,0.8171,-428.4434,-2.8676
0.21,15.0,48,0.8179,-428.4774,-2.9015
0.21,15.2,48,0.8187,-428.5103,-2.9345
0.21,15.4,48,0.8195,-428.5423,-2.9664
0.21,15.6,48,0.8202,-428.5732,-2.9974
0.21,15.8,48,0.8209,-428.6033,-3.0274
0.21,16.0,48,0.8216,-428.6323,-3.0565
0.22,0.4,48,0.2218,-430.6711,-5.0953
0.22,0.6,48,0.2418,-430.0353,-4.4595
0.22,0.8,48,0.2623,-429.5153,-3.9395
0.22,1.0,48,0.2829,-429.0876,-3.5118
0.22,1.2,48,0.3036,-428.7323,-3.1564
0.22,1.4,48,0.3243,-428.4332,-2.8573
0.22,1.6,48,0.3448,-428.1775,-2.6017
0.22,1.8,48,0.3652,-427.9556,-2.3798
0.22,2.0,48,0.3852,-427.7603,-2.1845
0.22,2.2,48,0.4047,-427.5865,-2.0107
0.22,2.4,48,0.4238,-427.4305,-1.8547
0.22,2.6,48,0.4424,-427.2898,-1.714
0.22,2.8,48,0.4603,-427.1629,-1.587
0.22,3.0,48,0.4777,-427.0484,-1.4726
0.22,3.2,48,0.4943,-426.9458,-1.3699
0.22,3.4,48,0.5103,-426.8543,-1.2785
0.22,3.6,48,0.5256,-426.7737,-1.1978
0.22,3.8,48,0.5401,-426.7034,-1.1276
0.22,4.0,48,0.554,-426.6433,-1.0675
0.22,4.2,48,0.5672,-426.5929,-1.0171
0.22,4.4,48,0.5798,-426.5518,-0.976
0.22,4.6,48,0.5916,-426.5197,-0.9439
0.22,4.8,48,0.6029,-426.4962,-0.9204
0.22,5.0,48,0.6135,-426.4807,-0.9049
0.22,5.2,48,0.6235,-426.4729,-0.897
0.22,5.4,48,0.633,-426.4722,-0.8963
0.22,5.6,48,0.642,-426.4781,-0.9023
0.22,5.8,48,0.6504,-426.4902,-0.9144
0.22,6.0,48,0.6584,-426.508,-0.9321
0.22,6.2,48,0.6658,-426.5309,-0.9551
0.22,6.4,48,0.6729,-426.5586,-0.9828
0.22,6.6,48,0.6796,-426.5906,-1.0148
0.22,6.8,48,0.6858,-426.6265,-1.0506
0.22,7.0,48,0.6917,-426.6657,-1.0899
0.22,7.2,48,0.6973,-426.708,-1.1322
0.22,7.4,48,0.7025,-426.753,-1.1772
0.22,7.6,48,0.7075,-426.8003,-1.2245
0.22,7.8,48,0.7121,-426.8496,-1.2738
0.22,8.0,48,0.7165,-426.9006,-1.3248
0.22,8.2,48,0.7207,-426.953,-1.3772
0.22,8.4,48,0.7246,-427.0066,-1.4307
0.22,8.6,48,0.7283,-427.061,-1.4852
0.22,8.8,48,0.7317,-427.1162,-1.5403
0.22,9.0,48,0.735,-427.1718,-1.596
0.22,9.2,48,0.7381,-427.2277,-1.6519
0.22,9.4,48,0.7411,-427.2838,-1.7079
0.22,9.6,48,0.7439,-427.3398,-1.7639
0.22,9.8,48,0.7465,-427.3956,-1.8198
0.22,10.0,48,0.749,-427.4512,-1.8753
0.22,10.2,48,0.7513,-427.5063,-1.9305
0.22,10.4,48,0.7536,-427.5609,-1.9851
0.22,10.6,48,0.7557,-427.615,-2.0392
0.22,10.8,48,0.7577,-427.6684,-2.0925
0.22,11.0,48,0.7596,-427.721,-2.1452
0.22,11.2,48,0.7614,-427.7728,-2.197
0.22,11.4,48,0.7632,-427.8238,-2.2479
0.22,11.6,48,0.7648,-427.8738,-2.298
0.22,11.8,48,0.7664,-427.9229,-2.3471
0.22,12.0,48,0.7679,-427.9711,-2.3953
0.22,12.2,48,0.7693,-428.0182,-2.4424
0.22,12.4,48,0.7706,-428.0643,-2.4885
0.22,12.6,48,0.7719,-428.1094,-2.5336
0.22,12.8,48,0.7731,-428.1535,-2.5776
0.22,13.0,48,0.7743,-428.1964,-2.6206
0.22,13.2,48,0.7754,-428.2384,-2.6625
0.22,13.4,48,0.7765,-428.2792,-2.7034
0.22,13.6,48,0.7775,-428.319,-2.7432
0.22,13.8,48,0.7785,-428.3577,-2.7819
0.22,14.0,48,0.7794,-428.3954,-2.8196
0.22,14.2,48,0.7803,-428.4321,-2.8562
0.22,14.4,48,0.7811,-428.4677,-2.8918
0.22,14.6,48,0.7819,-428.5023,-2.9264
0.22,14.8,48,0.7827,-428.5358,-2.96
0.22,15.0,48,0.7835,-428.5684,-2.9926
0.22,15.2,48,0.7842,-428.6,-3.0242
0.22,15.4,48,0.7849,-428.6307,-3.0549
0.22,15.6,48,0.7855,-428.6604,-3.0846
0.22,15.8,48,0.7862,-428.6891,-3.1133
0.22,16.0,48,0.7868,-428.717,-3.1412
0.23,0.4,48,0.2212,-430.6951,-5.1193
0.23,0.6,48,0.2408,-430.0677,-4.4919
0.23,0.8,48,0.2608,-429.5543,-3.9784
0.23,1.0,48,0.2809,-429.1313,-3.5554
0.23,1.2,48,0.301,-428.7792,-3.2034
0.23,1.4,48,0.3211,-428.4824,-2.9065
0.23,1.6,48,0.341,-428.2283,-2.6525
0.23,1.8,48,0.3606,-428.0077,-2.4319
0.23,2.0,48,0.3798,-427.8137,-2.2379
0.23,2.2,48,0.3985,-427.6414,-2.0655
0.23,2.4,48,0.4168,-427.4872,-1.9113
0.23,2.6,48,0.4345,-427.3487,-1.7729
0.23,2.8,48,0.4516,-427.2243,-1.6485
0.23,3.0,48,0.468,-427.1129,-1.5371
0.23,3.2,48,0.4837,-427.0136,-1.4378
0.23,3.4,48,0.4988,-426.9258,-1.35
0.23,3.6,48,0.5132,-426.8491,-1.2733
0.23,3.8,48,0.5269,-426.7829,-1.2071
0.23,4.0,48,0.54,-426.7269,-1.1511
0.23,4.2,48,0.5523,-426.6807,-1.1049
0.23,4.4,48,0.5641,-426.6438,-1.068
0.23,4.6,48,0.5751,-426.6158,-1.04
0.23,4.8,48,0.5856,-426.5962,-1.0204
0.23,5.0,48,0.5955,-426.5845,-1.0087
0.23,5.2,48,0.6048,-426.5802,-1.0044
0.23,5.4,48,0.6136,-426.5828,-1.007
0.23,5.6,48,0.6219,-426.5919,-1.016
0.23,5.8,48,0.6298,-426.6068,-1.031
0.23,6.0,48,0.6371,-426.6271,-1.0513
0.23,6.2,48,0.644,-426.6524,-1.0766
0.23,6.4,48,0.6505,-426.6821,-1.1063
0.23,6.6,48,0.6567,-426.7159,-1.1401
0.23,6.8,48,0.6625,-426.7532,-1.1774
0.23,7.0,48,0.6679,-426.7938,-1.2179
0.23,7.2,48,0.673,-426.8371,-1.2613
0.23,7.4,48,0.6778,-426.8829,-1.307
0.23,7.6,48,0.6824,-426.9307,-1.3549
0.23,7.8,48,0.6866,-426.9804,-1.4046
0.23,8.0,48,0.6907,-427.0315,-1.4557
0.23,8.2,48,0.6945,-427.0839,-1.5081
0.23,8.4,48,0.698,-427.1373,-1.5615
0.23,8.6,48,0.7014,-427.1914,-1.6156
0.23,8.8,48,0.7046,-427.2461,-1.6703
0.23,9.0,48,0.7076,-427.3011,-1.7253
0.23,9.2,48,0.7105,-427.3563,-1.7805
0.23,9.4,48,0.7132,-427.4115,-1.8357
0.23,9.6,48,0.7157,-427.4666,-1.8907
0.23,9.8,48,0.7181,-427.5214,-1.9455
0.23,10.0,48,0.7204,-427.5758,-2.0
0.23,10.2,48,0.7225,-427.6298,-2.054
0.23,10.4,48,0.7246,-427.6832,-2.1074
0.23,10.6,48,0.7265,-427.7359,-2.1601
0.23,10.8,48,0.7284,-427.788,-2.2121
0.23,11.0,48,0.7301,-427.8392,-2.2634
0.23,11.2,48,0.7318,-427.8896,-2.3138
0.23,11.4,48,0.7333,-427.9392,-2.3633
0.23,11.6,48,0.7348,-427.9878,-2.4119
0.23,11.8,48,0.7362,-428.0354,-2.4596
0.23,12.0,48,0.7376,-428.0821,-2.5063
0.23,12.2,48,0.7389,-428.1277,-2.5519
0.23,12.4,48,0.7401,-428.1724,-2.5965
0.23,12.6,48,0.7413,-428.216,-2.6401
0.23,12.8,48,0.7424,-428.2585,-2.6827
0.23,13.0,48,0.7435,-428.3,-2.7242
0.23,13.2,48,0.7445,-428.3405,-2.7647
0.23,13.4,48,0.7454,-428.3799,-2.8041
0.23,13.6,48,0.7464,-428.4182,-2.8424
0.23,13.8,48,0.7472,-428.4556,-2.8797
0.23,14.0,48,0.7481,-428.4918,-2.916
0.23,14.2,48,0.7489,-428.5271,-2.9513
0.23,14.4,48,0.7497,-428.5614,-2.9855
0.23,14.6,48,0.7504,-428.5946,-3.0188
0.23,14.8,48,0.7511,-428.6269,-3.0511
0.23,15.0,48,0.7518,-428.6582,-3.0824
0.23,15.2,48,0.7524,-428.6885,-3.1127
0.23,15.4,48,0.7531,-428.7179,-3.1421
0.23,15.6,48,0.7537,-428.7464,-3.1706
0.23,15.8,48,0.7542,-428.774,-3.1982
0.23,16.0,48,0.7548,-428.8007,-3.2249
0.24,0.4,48,0.2206,-430.719,-5.1432
0.24,0.6,48,0.2399,-430.1002,-4.5244
0.24,0.8,48,0.2594,-429.5933,-4.0175
0.24,1.0,48,0.279,-429.1752,-3.5994
0.24,1.2,48,0.2985,-428.8267,-3.2508
0.24,1.4,48,0.318,-428.5324,-2.9565
0.24,1.6,48,0.3372,-428.2803,-2.7045
0.24,1.8,48,0.3561,-428.0614,-2.4856
0.24,2.0,48,0.3745,-427.8691,-2.2933
0.24,2.2,48,0.3925,-427.6986,-2.1228
0.24,2.4,48,0.41,-427.5466,-1.9707
0.24,2.6,48,0.4268,-427.4106,-1.8348
0.24,2.8,48,0.4431,-427.2891,-1.7133
0.24,3.0,48,0.4587,-427.1809,-1.605
0.24,3.2,48,0.4736,-427.085,-1.5092
0.24,3.4,48,0.4879,-427.001,-1.4252
0.24,3.6,48,0.5015,-426.9281,-1.3523
0.24,3.8,48,0.5144,-426.866,-1.2901
0.24,4.0,48,0.5266,-426.814,-1.2382
0.24,4.2,48,0.5382,-426.7718,-1.196
0.24,4.4,48,0.5492,-426.7389,-1.1631
0.24,4.6,48,0.5595,-426.7147,-1.1389
0.24,4.8,48,0.5693,-426.6988,-1.1229
0.24,5.0,48,0.5786,-426.6905,-1.1147
0.24,5.2,48,0.5872,-426.6895,-1.1137
0.24,5.4,48,0.5954,-426.6952,-1.1194
0.24,5.6,48,0.6031,-426.707,-1.1312
0.24,5.8,48,0.6104,-426.7245,-1.1486
0.24,6.0,48,0.6172,-426.7471,-1.1713
0.24,6.2,48,0.6236,-426.7744,-1.1985
0.24,6.4,48,0.6296,-426.8058,-1.23
0.24,6.6,48,0.6353,-426.8411,-1.2653
0.24,6.8,48,0.6406,-426.8797,-1.3039
0.24,7.0,48,0.6456,-426.9212,-1.3454
0.24,7.2,48,0.6504,-426.9653,-1.3895
0.24,7.4,48,0.6548,-427.0117,-1.4358
0.24,7.6,48,0.659,-427.0599,-1.4841
0.24,7.8,48,0.6629,-427.1098,-1.5339
0.24,8.0,48,0.6666,-427.1609,-1.5851
0.24,8.2,48,0.6701,-427.2132,-1.6373
0.24,8.4,48,0.6734,-427.2662,-1.6904
0.24,8.6,48,0.6765,-427.3199,-1.744
0.24,8.8,48,0.6794,-427.3739,-1.7981
0.24,9.0,48,0.6822,-427.4283,-1.8524
0.24,9.2,48,0.6848,-427.4826,-1.9068
0.24,9.4,48,0.6873,-427.5369,-1.9611
0.24,9.6,48,0.6896,-427.591,-2.0152
0.24,9.8,48,0.6918,-427.6447,-2.0689
0.24,10.0,48,0.6939,-427.6981,-2.1222
0.24,10.2,48,0.6959,-427.7508,-2.175
0.24,10.4,48,0.6977,-427.803,-2.2271
0.24,10.6,48,0.6995,-427.8544,-2.2786
0.24,10.8,48,0.7012,-427.9051,-2.3293
0.24,11.0,48,0.7028,-427.955,-2.3792
0.24,11.2,48,0.7043,-428.004,-2.4282
0.24,11.4,48,0.7057,-428.0522,-2.4763
0.24,11.6,48,0.7071,-428.0993,-2.5235
0.24,11.8,48,0.7084,-428.1455,-2.5697
0.24,12.0,48,0.7096,-428.1908,-2.6149
0.24,12.2,48,0.7108,-428.235,-2.6592
0.24,12.4,48,0.7119,-428.2782,-2.7023
0.24,12.6,48,0.713,-428.3203,-2.7445
0.24,12.8,48,0.714,-428.3615,-2.7856
0.24,13.0,48,0.715,-428.4015,-2.8257
0.24,13.2,48,0.7159,-428.4406,-2.8648
0.24,13.4,48,0.7168,-428.4786,-2.9028
0.24,13.6,48,0.7176,-428.5156,-2.9398
0.24,13.8,48,0.7184,-428.5516,-2.9757
0.24,14.0,48,0.7192,-428.5865,-3.0107
0.24,14.2,48,0.7199,-428.6204,-3.0446
0.24,14.4,48,0.7206,-428.6534,-3.0776
0.24,14.6,48,0.7213,-428.6854,-3.1096
0.24,14.8,48,0.722,-428.7164,-3.1406
0.24,15.0,48,0.7226,-428.7465,-3.1707
0.24,15.2,48,0.7232,-428.7756,-3.1998
0.24,15.4,48,0.7237,-428.8039,-3.2281
0.24,15.6,48,0.7243,-428.8312,-3.2554
0.24,15.8,48,0.7248,-428.8577,-3.2819
0.24,16.0,48,0.7253,-428.8833,-3.3075
0.25,0.4,48,0.22,-430.743,-5.1671
0.25,0.6,48,0.2389,-430.1327,-4.5568
0.25,0.8,48,0.2579,-429.6324,-4.0566
0.25,1.0,48,0.277,-429.2193,-3.6435
0.25,1.2,48,0.2961,-428.8746,-3.2988
0.25,1.4,48,0.3149,-428.5831,-3.0073
0.25,1.6,48,0.3335,-428.3334,-2.7575
0.25,1.8,48,0.3517,-428.1165,-2.5407
0.25,2.0,48,0.3694,-427.9263,-2.3504
0.25,2.2,48,0.3867,-427.758,-2.1821
0.25,2.4,48,0.4034,-427.6084,-2.0325
0.25,2.6,48,0.4195,-427.4751,-1.8993
0.25,2.8,48,0.4349,-427.3567,-1.7808
0.25,3.0,48,0.4498,-427.2518,-1.6759
0.25,3.2,48,0.4639,-427.1595,-1.5837
0.25,3.4,48,0.4774,-427.0792,-1.5033
0.25,3.6,48,0.4902,-427.0102,-1.4343
0.25,3.8,48,0.5024,-426.9519,-1.3761
0.25,4.0,48,0.5139,-426.9039,-1.328
0.25,4.2,48,0.5248,-426.8655,-1.2897
0.25,4.4,48,0.5351,-426.8363,-1.2605
0.25,4.6,48,0.5448,-426.8157,-1.2399
0.25,4.8,48,0.5539,-426.8032,-1.2274
0.25,5.0,48,0.5625,-426.7982,-1.2224
0.25,5.2,48,0.5706,-426.8002,-1.2244
0.25,5.4,48,0.5783,-426.8086,-1.2328
0.25,5.6,48,0.5854,-426.8229,-1.2471
0.25,5.8,48,0.5922,-426.8426,-1.2668
0.25,6.0,48,0.5985,-426.8672,-1.2914
0.25,6.2,48,0.6044,-426.8963,-1.3204
0.25,6.4,48,0.61,-426.9292,-1.3534
0.25,6.6,48,0.6153,-426.9658,-1.3899
0.25,6.8,48,0.6202,-427.0054,-1.4295
0.25,7.0,48,0.6248,-427.0477,-1.4719
0.25,7.2,48,0.6292,-427.0924,-1.5166
0.25,7.4,48,0.6333,-427.1391,-1.5633
0.25,7.6,48,0.6371,-427.1876,-1.6118
0.25,7.8,48,0.6408,-427.2375,-1.6616
0.25,8.0,48,0.6442,-427.2885,-1.7127
0.25,8.2,48,0.6474,-427.3404,-1.7646
0.25,8.4,48,0.6504,-427.393,-1.8172
0.25,8.6,48,0.6533,-427.4462,-1.8703
0.25,8.8,48,0.656,-427.4996,-1.9237
0.25,9.0,48,0.6585,-427.5531,-1.9773
0.25,9.2,48,0.6609,-427.6066,-2.0308
0.25,9.4,48,0.6632,-427.6599,-2.0841
0.25,9.6,48,0.6653,-427.713,-2.1371
0.25,9.8,48,0.6674,-427.7656,-2.1898
0.25,10.0,48,0.6693,-427.8177,-2.2419
0.25,10.2,48,0.6711,-427.8693,-2.2935
0.25,10.4,48,0.6728,-427.9202,-2.3444
0.25,10.6,48,0.6744,-427.9704,-2.3945
0.25,10.8,48,0.676,-428.0197,-2.4439
0.25,11.0,48,0.6774,-428.0683,-2.4924
0.25,11.2,48,0.6788,-428.1159,-2.5401
0.25,11.4,48,0.6801,-428.1627,-2.5868
0.25,11.6,48,0.6814,-428.2084,-2.6326
0.25,11.8,48,0.6826,-428.2533,-2.6774
0.25,12.0,48,0.6837,-428.2971,-2.7213
0.25,12.2,48,0.6848,-428.3399,-2.7641
0.25,12.4,48,0.6858,-428.3817,-2.8059
0.25,12.6,48,0.6868,-428.4225,-2.8466
0.25,12.8,48,0.6877,-428.4622,-2.8864
0.25,13.0,48,0.6886,-428.5009,-2.9251
0.25,13.2,48,0.6894,-428.5386,-2.9628
0.25,13.4,48,0.6903,-428.5753,-2.9995
0.25,13.6,48,0.691,-428.611,-3.0352
0.25,13.8,48,0.6918,-428.6456,-3.0698
0.25,14.0,48,0.6925,-428.6793,-3.1035
0.25,14.2,48,0.6931,-428.712,-3.1362
0.25,14.4,48,0.6938,-428.7437,-3.1679
0.25,14.6,48,0.6944,-428.7745,-3.1987
0.25,14.8,48,0.695,-428.8043,-3.2285
0.25,15.0,48,0.6956,-428.8333,-3.2574
0.25,15.2,48,0.6961,-428.8613,-3.2855
0.25,15.4,48,0.6966,-428.8884,-3.3126
0.25,15.6,48,0.6971,-428.9147,-3.3389
0.25,15.8,48,0.6976,-428.9401,-3.3643
0.25,16.0,48,0.6981,-428.9647,-3.3889
0.26,0.4,48,0.2194,-430.7669,-5.1911
0.26,0.6,48,0.2379,-430.1652,-4.5893
0.26,0.8,48,0.2565,-429.6716,-4.0958
0.26,1.0,48,0.2752,-429.2637,-3.6879
0.26,1.2,48,0.2936,-428.9229,-3.3471
0.26,1.4,48,0.3119,-428.6345,-3.0587
0.26,1.6,48,0.3299,-428.3874,-2.8115
0.26,1.8,48,0.3474,-428.1729,-2.5971
0.26,2.0,48,0.3645,-427.985,-2.4092
0.26,2.2,48,0.381,-427.8192,-2.2433
0.26,2.4,48,0.397,-427.6722,-2.0964
0.26,2.6,48,0.4124,-427.542,-1.9661
0.26,2.8,48,0.4271,-427.4267,-1.8508
0.26,3.0,48,0.4412,-427.3252,-1.7493
0.26,3.2,48,0.4546,-427.2365,-1.6607
0.26,3.4,48,0.4674,-427.1599,-1.5841
0.26,3.6,48,0.4795,-427.0946,-1.5188
0.26,3.8,48,0.4909,-427.0402,-1.4644
0.26,4.0,48,0.5018,-426.9959,-1.4201
0.26,4.2,48,0.512,-426.9612,-1.3854
0.26,4.4,48,0.5217,-426.9355,-1.3597
0.26,4.6,48,0.5308,-426.9183,-1.3425
0.26,4.8,48,0.5393,-426.909,-1.3331
0.26,5.0,48,0.5474,-426.9069,-1.3311
0.26,5.2,48,0.5549,-426.9116,-1.3358
0.26,5.4,48,0.562,-426.9226,-1.3467
0.26,5.6,48,0.5687,-426.9391,-1.3633
0.26,5.8,48,0.575,-426.9608,-1.385
0.26,6.0,48,0.5809,-426.9872,-1.4114
0.26,6.2,48,0.5864,-427.0177,-1.4419
0.26,6.4,48,0.5916,-427.052,-1.4762
0.26,6.6,48,0.5964,-427.0895,-1.5137
0.26,6.8,48,0.601,-427.13,-1.5541
0.26,7.0,48,0.6053,-427.1729,-1.5971
0.26,7.2,48,0.6093,-427.218,-1.6422
0.26,7.4,48,0.6131,-427.265,-1.6892
0.26,7.6,48,0.6167,-427.3135,-1.7377
0.26,7.8,48,0.6201,-427.3632,-1.7874
0.26,8.0,48,0.6232,-427.414,-1.8382
0.26,8.2,48,0.6262,-427.4656,-1.8897
0.26,8.4,48,0.629,-427.5177,-1.9418
0.26,8.6,48,0.6316,-427.5701,-1.9943
0.26,8.8,48,0.6341,-427.6228,-2.047
0.26,9.0,48,0.6364,-427.6755,-2.0997
0.26,9.2,48,0.6387,-427.7281,-2.1522
0.26,9.4,48,0.6407,-427.7804,-2.2046
0.26,9.6,48,0.6427,-427.8324,-2.2565
0.26,9.8,48,0.6446,-427.8839,-2.3081
0.26,10.0,48,0.6463,-427.9349,-2.359
0.26,10.2,48,0.648,-427.9852,-2.4094
0.26,10.4,48,0.6496,-428.0348,-2.459
0.26,10.6,48,0.6511,-428.0837,-2.5079
0.26,10.8,48,0.6525,-428.1318,-2.556
0.26,11.0,48,0.6538,-428.179,-2.6032
0.26,11.2,48,0.6551,-428.2253,-2.6495
0.26,11.4,48,0.6563,-428.2707,-2.6948
0.26,11.6,48,0.6575,-428.3151,-2.7393
0.26,11.8,48,0.6586,-428.3585,-2.7827
0.26,12.0,48,0.6596,-428.401,-2.8252
0.26,12.2,48,0.6606,-428.4425,-2.8666
0.26,12.4,48,0.6615,-428.4829,-2.9071
0.26,12.6,48,0.6624,-428.5223,-2.9465
0.26,12.8,48,0.6633,-428.5608,-2.9849
0.26,13.0,48,0.6641,-428.5982,-3.0224
0.26,13.2,48,0.6649,-428.6346,-3.0587
0.26,13.4,48,0.6656,-428.67,-3.0941
0.26,13.6,48,0.6663,-428.7044,-3.1286
0.26,13.8,48,0.667,-428.7378,-3.162
0.26,14.0,48,0.6677,-428.7703,-3.1944
0.26,14.2,48,0.6683,-428.8017,-3.2259
0.26,14.4,48,0.6689,-428.8323,-3.2565
0.26,14.6,48,0.6694,-428.8619,-3.2861
0.26,14.8,48,0.67,-428.8906,-3.3148
0.26,15.0,48,0.6705,-428.9185,-3.3426
0.26,15.2,48,0.671,-428.9454,-3.3696
0.26,15.4,48,0.6715,-428.9715,-3.3957
0.26,15.6,48,0.6719,-428.9967,-3.4209
0.26,15.8,48,0.6724,-429.0211,-3.4453
0.26,16.0,48,0.6728,-429.0448,-3.4689
0.27,0.4,48,0.2188,-430.7908,-5.215
0.27,0.6,48,0.2369,-430.1976,-4.6218
0.27,0.8,48,0.2551,-429.7109,-4.1351
0.27,1.0,48,0.2733,-429.3083,-3.7325
0.27,1.2,48,0.2913,-428.9716,-3.3958
0.27,1.4,48,0.309,-428.6866,-3.1108
0.27,1.6,48,0.3263,-428.4422,-2.8664
0.27,1.8,48,0.3432,-428.2304,-2.6546
0.27,2.0,48,0.3596,-428.0451,-2.4693
0.27,2.2,48,0.3755,-427.882,-2.3061
0.27,2.4,48,0.3908,-427.7379,-2.1621
0.27,2.6,48,0.4055,-427.6107,-2.0349
0.27,2.8,48,0.4195,-427.4987,-1.9229
0.27,3.0,48,0.4329,-427.4007,-1.8249
0.27,3.2,48,0.4456,-427.3156,-1.7398
0.27,3.4,48,0.4577,-427.2427,-1.6668
0.27,3.6,48,0.4692,-427.1811,-1.6053
0.27,3.8,48,0.48,-427.1303,-1.5545
0.27,4.0,48,0.4902,-427.0896,-1.5138
0.27,4.2,48,0.4998,-427.0584,-1.4826
0.27,4.4,48,0.5089,-427.0361,-1.4602
0.27,4.6,48,0.5175,-427.022,-1.4462
0.27,4.8,48,0.5255,-427.0156,-1.4398
0.27,5.0,48,0.533,-427.0163,-1.4405
0.27,5.2,48,0.5401,-427.0235,-1.4477
0.27,5.4,48,0.5467,-427.0367,-1.4608
0.27,5.6,48,0.5529,-427.0553,-1.4794
0.27,5.8,48,0.5588,-427.0787,-1.5029
0.27,6.0,48,0.5643,-427.1066,-1.5308
0.27,6.2,48,0.5694,-427.1384,-1.5626
0.27,6.4,48,0.5742,-427.1738,-1.5979
0.27,6.6,48,0.5788,-427.2121,-1.6363
0.27,6.8,48,0.583,-427.2532,-1.6774
0.27,7.0,48,0.587,-427.2966,-1.7208
0.27,7.2,48,0.5907,-427.342,-1.7662
0.27,7.4,48,0.5942,-427.389,-1.8132
0.27,7.6,48,0.5975,-427.4375,-1.8616
0.27,7.8,48,0.6006,-427.487,-1.9112
0.27,8.0,48,0.6036,-427.5374,-1.9616
0.27,8.2,48,0.6063,-427.5885,-2.0126
0.27,8.4,48,0.6089,-427.64,-2.0641
0.27,8.6,48,0.6113,-427.6917,-2.1159
0.27,8.8,48,0.6136,-427.7436,-2.1677
0.27,9.0,48,0.6158,-427.7954,-2.2196
0.27,9.2,48,0.6178,-427.847,-2.2712
0.27,9.4,48,0.6198,-427.8983,-2.3225
0.27,9.6,48,0.6216,-427.9492,-2.3734
0.27,9.8,48,0.6233,-427.9996,-2.4238
0.27,10.0,48,0.6249,-428.0494,-2.4735
0.27,10.2,48,0.6265,-428.0985,-2.5227
0.27,10.4,48,0.6279,-428.1469,-2.5711
0.27,10.6,48,0.6293,-428.1945,-2.6187
0.27,10.8,48,0.6306,-428.2413,-2.6654
0.27,11.0,48,0.6318,-428.2871,-2.7113
0.27,11.2,48,0.633,-428.3321,-2.7563
0.27,11.4,48,0.6341,-428.3762,-2.8004
0.27,11.6,48,0.6352,-428.4193,-2.8435
0.27,11.8,48,0.6362,-428.4614,-2.8856
0.27,12.0,48,0.6372,-428.5026,-2.9267
0.27,12.2,48,0.6381,-428.5427,-2.9669
0.27,12.4,48,0.6389,-428.5818,-3.006
0.27,12.6,48,0.6398,-428.62,-3.0442
0.27,12.8,48,0.6405,-428.6571,-3.0813
0.27,13.0,48,0.6413,-428.6933,-3.1174
0.27,13.2,48,0.642,-428.7284,-3.1526
0.27,13.4,48,0.6427,-428.7626,-3.1868
0.27,13.6,48,0.6433,-428.7958,-3.22
0.27,13.8,48,0.644,-428.828,-3.2522
0.27,14.0,48,0.6446,-428.8593,-3.2835
0.27,14.2,48,0.6451,-428.8896,-3.3138
0.27,14.4,48,0.6457,-428.9191,-3.3433
0.27,14.6,48,0.6462,-428.9476,-3.3718
0.27,14.8,48,0.6467,-428.9752,-3.3994
0.27,15.0,48,0.6472,-429.002,-3.4262
0.27,15.2,48,0.6476,-429.0279,-3.4521
0.27,15.4,48,0.6481,-429.053,-3.4772
0.27,15.6,48,0.6485,-429.0773,-3.5015
0.27,15.8,48,0.6489,-429.1008,-3.5249
0.27,16.0,48,0.6493,-429.1235,-3.5476
0.28,0.4,48,0.2182,-430.8147,-5.2388
0.28,0.6,48,0.236,-430.2301,-4.6543
0.28,0.8,48,0.2538,-429.7503,-4.1745
0.28,1.0,48,0.2715,-429.3531,-3.7772
0.28,1.2,48,0.2889,-429.0207,-3.4448
0.28,1.4,48,0.3061,-428.7391,-3.1633
0.28,1.6,48,0.3228,-428.4979,-2.922
0.28,1.8,48,0.3391,-428.2889,-2.7131
0.28,2.0,48,0.3549,-428.1064,-2.5306
0.28,2.2,48,0.3702,-427.9462,-2.3703
0.28,2.4,48,0.3848,-427.8052,-2.2294
