policy,x,y,radius,episode,arrived,max_control
scripted,82.0,34.0,10.0,51,1,0.365643
scripted,82.0,34.0,12.0,51,1,0.399173
scripted,82.0,34.0,6.0,52,1,0.456929
scripted,82.0,34.0,8.0,52,1,0.48601
scripted,82.0,34.0,10.0,52,1,0.505674
scripted,82.0,34.0,12.0,52,1,0.490365
scripted,82.0,34.0,6.0,53,1,0.469293
scripted,82.0,34.0,8.0,53,1,0.498916
scripted,82.0,34.0,10.0,53,1,0.542077
scripted,82.0,34.0,12.0,53,1,0.573144
scripted,82.0,34.0,6.0,54,1,0.335088
scripted,82.0,34.0,8.0,54,1,0.362258
scripted,82.0,34.0,10.0,54,1,0.404492
scripted,82.0,34.0,12.0,54,1,0.436436
scripted,82.0,34.0,6.0,55,1,0.457918
scripted,82.0,34.0,8.0,55,1,0.551849
scripted,82.0,34.0,10.0,55,1,0.604723
scripted,82.0,34.0,12.0,55,1,0.598986
scripted,82.0,34.0,6.0,56,1,0.574261
scripted,82.0,34.0,8.0,56,1,0.646028
scripted,82.0,34.0,10.0,56,1,0.706825
scripted,82.0,34.0,12.0,56,1,0.709039
scripted,82.0,34.0,6.0,57,1,0.511616
scripted,82.0,34.0,8.0,57,1,0.609956
scripted,82.0,34.0,10.0,57,1,0.6852
scripted,82.0,34.0,12.0,57,1,0.697857
scripted,82.0,34.0,6.0,58,1,0.425403
scripted,82.0,34.0,8.0,58,1,0.487122
scripted,82.0,34.0,10.0,58,1,0.513025
scripted,82.0,34.0,12.0,58,1,0.51723
scripted,82.0,34.0,6.0,59,1,0.696001
scripted,82.0,34.0,8.0,59,1,0.701009
scripted,82.0,34.0,10.0,59,1,0.677428
scripted,82.0,34.0,12.0,59,1,0.672839
scripted,82.0,34.0,6.0,60,1,0.423705
scripted,82.0,34.0,8.0,60,1,0.444192
scripted,82.0,34.0,10.0,60,1,0.411562
scripted,82.0,34.0,12.0,60,1,0.399557
scripted,82.0,34.0,6.0,61,1,0.382472
scripted,82.0,34.0,8.0,61,1,0.391309
scripted,82.0,34.0,10.0,61,1,0.362997
scripted,82.0,34.0,12.0,61,1,0.355526
scripted,82.0,34.0,6.0,62,1,0.762816
scripted,82.0,34.0,8.0,62,1,0.731503
scripted,82.0,34.0,10.0,62,1,0.704389
scripted,82.0,34.0,12.0,62,1,0.694633
scripted,82.0,34.0,6.0,63,0,
scripted,82.0,34.0,8.0,63,0,
scripted,82.0,34.0,10.0,63,0,
scripted,82.0,34.0,12.0,63,0,
scripted,82.0,34.0,6.0,64,1,0.479711
scripted,82.0,34.0,8.0,64,1,0.491014
scripted,82.0,34.0,10.0,64,1,0.520772
scripted,82.0,34.0,12.0,64,1,0.543023
scripted,82.0,34.0,6.0,65,1,0.437679
scripted,82.0,34.0,8.0,65,1,0.501029
scripted,82.0,34.0,10.0,65,1,0.505806
scripted,82.0,34.0,12.0,65,1,0.490568
scripted,82.0,34.0,6.0,66,0,
scripted,82.0,34.0,8.0,66,1,0.441107
scripted,82.0,34.0,10.0,66,1,0.419442
scripted,82.0,34.0,12.0,66,1,0.444662
scripted,82.0,34.0,6.0,67,1,0.415469
scripted,82.0,34.0,8.0,67,1,0.508093
scripted,82.0,34.0,10.0,67,1,0.556703
scripted,82.0,34.0,12.0,67,1,0.57075
scripted,82.0,34.0,6.0,68,1,0.42832
scripted,82.0,34.0,8.0,68,1,0.534194
scripted,82.0,34.0,10.0,68,1,0.56177
scripted,82.0,34.0,12.0,68,1,0.598619
scripted,82.0,34.0,6.0,69,1,0.422334
scripted,82.0,34.0,8.0,69,1,0.441749
scripted,82.0,34.0,10.0,69,1,0.441186
scripted,82.0,34.0,12.0,69,1,0.459608
scripted,82.0,34.0,6.0,70,1,0.350944
scripted,82.0,34.0,8.0,70,1,0.358673
scripted,82.0,34.0,10.0,70,1,0.386903
scripted,82.0,34.0,12.0,70,1,0.44851
scripted,82.0,34.0,6.0,71,1,0.300405
scripted,82.0,34.0,8.0,71,1,0.330963
scripted,82.0,34.0,10.0,71,1,0.339675
scripted,82.0,34.0,12.0,71,1,0.337137
scripted,82.0,34.0,6.0,72,1,0.383169
scripted,82.0,34.0,8.0,72,1,0.427042
scripted,82.0,34.0,10.0,72,1,0.487353
scripted,82.0,34.0,12.0,72,1,0.511016
scripted,82.0,34.0,6.0,73,1,0.585384
scripted,82.0,34.0,8.0,73,1,0.522466
scripted,82.0,34.0,10.0,73,1,0.459384
scripted,82.0,34.0,12.0,73,1,0.441059
scripted,82.0,34.0,6.0,74,1,0.485458
scripted,82.0,34.0,8.0,74,1,0.499935
scripted,82.0,34.0,10.0,74,1,0.506594
scripted,82.0,34.0,12.0,74,1,0.49388
scripted,82.0,34.0,6.0,75,1,0.448553
scripted,82.0,34.0,8.0,75,1,0.471057
scripted,82.0,34.0,10.0,75,1,0.489995
scripted,82.0,34.0,12.0,75,1,0.486448
scripted,82.0,34.0,6.0,76,1,0.610044
scripted,82.0,34.0,8.0,76,1,0.690358
scripted,82.0,34.0,10.0,76,1,0.666636
scripted,82.0,34.0,12.0,76,1,0.642523
scripted,82.0,34.0,6.0,77,1,0.362805
scripted,82.0,34.0,8.0,77,1,0.427612
scripted,82.0,34.0,10.0,77,1,0.478623
scripted,82.0,34.0,12.0,77,1,0.49707
scripted,82.0,34.0,6.0,78,1,0.40587
scripted,82.0,34.0,8.0,78,1,0.429369
scripted,82.0,34.0,10.0,78,1,0.422154
scripted,82.0,34.0,12.0,78,1,0.408423
scripted,82.0,34.0,6.0,79,1,0.433523
scripted,82.0,34.0,8.0,79,1,0.501113
scripted,82.0,34.0,10.0,79,1,0.594539
scripted,82.0,34.0,12.0,79,1,0.672285
scripted,82.0,34.0,6.0,80,1,0.425065
scripted,82.0,34.0,8.0,80,1,0.44942
scripted,82.0,34.0,10.0,80,1,0.4719
scripted,82.0,34.0,12.0,80,1,0.474105
scripted,82.0,34.0,6.0,81,1,0.362801
scripted,82.0,34.0,8.0,81,1,0.455937
scripted,82.0,34.0,10.0,81,1,0.488623
scripted,82.0,34.0,12.0,81,1,0.533226
scripted,82.0,34.0,6.0,82,0,
scripted,82.0,34.0,8.0,82,0,
scripted,82.0,34.0,10.0,82,0,
scripted,82.0,34.0,12.0,82,1,0.435872
scripted,82.0,34.0,6.0,83,1,0.568547
scripted,82.0,34.0,8.0,83,1,0.505945
scripted,82.0,34.0,10.0,83,1,0.524706
scripted,82.0,34.0,12.0,83,1,0.508258
scripted,82.0,34.0,6.0,84,1,0.539545
scripted,82.0,34.0,8.0,84,1,0.46445
scripted,82.0,34.0,10.0,84,1,0.519859
scripted,82.0,34.0,12.0,84,1,0.538067
scripted,82.0,34.0,6.0,85,1,0.510636
scripted,82.0,34.0,8.0,85,1,0.552149
scripted,82.0,34.0,10.0,85,1,0.556554
scripted,82.0,34.0,12.0,85,1,0.563393
scripted,82.0,34.0,6.0,86,1,0.362997
scripted,82.0,34.0,8.0,86,1,0.407236
scripted,82.0,34.0,10.0,86,1,0.473872
scripted,82.0,34.0,12.0,86,1,0.485962
scripted,82.0,34.0,6.0,87,1,0.330691
scripted,82.0,34.0,8.0,87,1,0.354053
scripted,82.0,34.0,10.0,87,1,0.369962
scripted,82.0,34.0,12.0,87,1,0.38589
scripted,82.0,34.0,6.0,88,1,0.477352
scripted,82.0,34.0,8.0,88,1,0.544986
scripted,82.0,34.0,10.0,88,1,0.576374
scripted,82.0,34.0,12.0,88,1,0.590565
scripted,82.0,34.0,6.0,89,1,0.395178
scripted,82.0,34.0,8.0,89,1,0.471575
scripted,82.0,34.0,10.0,89,1,0.456533
scripted,82.0,34.0,12.0,89,1,0.447516
scripted,82.0,34.0,6.0,90,1,0.454395
scripted,82.0,34.0,8.0,90,1,0.494478
scripted,82.0,34.0,10.0,90,1,0.506556
scripted,82.0,34.0,12.0,90,1,0.505378
scripted,82.0,34.0,6.0,91,1,0.31217
scripted,82.0,34.0,8.0,91,1,0.322568
scripted,82.0,34.0,10.0,91,1,0.388456
scripted,82.0,34.0,12.0,91,1,0.414833
scripted,82.0,34.0,6.0,92,1,0.486497
scripted,82.0,34.0,8.0,92,1,0.514721
scripted,82.0,34.0,10.0,92,1,0.495125
scripted,82.0,34.0,12.0,92,1,0.484382
scripted,82.0,34.0,6.0,93,1,0.450005
scripted,82.0,34.0,8.0,93,1,0.486643
scripted,82.0,34.0,10.0,93,1,0.518067
scripted,82.0,34.0,12.0,93,1,0.534956
scripted,82.0,34.0,6.0,94,1,0.339984
scripted,82.0,34.0,8.0,94,1,0.41762
scripted,82.0,34.0,10.0,94,1,0.477882
scripted,82.0,34.0,12.0,94,1,0.49926
scripted,82.0,34.0,6.0,95,1,0.474735
scripted,82.0,34.0,8.0,95,1,0.534513
scripted,82.0,34.0,10.0,95,1,0.565485
scripted,82.0,34.0,12.0,95,1,0.595052
scripted,82.0,34.0,6.0,96,1,0.524647
scripted,82.0,34.0,8.0,96,1,0.411954
scripted,82.0,34.0,10.0,96,1,0.326676
scripted,82.0,34.0,12.0,96,1,0.28348
scripted,82.0,34.0,6.0,97,1,0.467709
scripted,82.0,34.0,8.0,97,1,0.421427
scripted,82.0,34.0,10.0,97,1,0.35907
scripted,82.0,34.0,12.0,97,1,0.366012
scripted,82.0,34.0,6.0,98,1,0.350989
scripted,82.0,34.0,8.0,98,1,0.407298
scripted,82.0,34.0,10.0,98,1,0.45841
scripted,82.0,34.0,12.0,98,1,0.476335
scripted,82.0,34.0,6.0,99,1,0.540683
scripted,82.0,34.0,8.0,99,1,0.5287
scripted,82.0,34.0,10.0,99,1,0.528393
scripted,82.0,34.0,12.0,99,1,0.52329
scripted,82.0,34.0,6.0,100,1,0.387495
scripted,82.0,34.0,8.0,100,1,0.410352
scripted,82.0,34.0,10.0,100,1,0.387635
scripted,82.0,34.0,12.0,100,1,0.386378
scripted,82.0,34.0,6.0,101,1,0.422744
scripted,82.0,34.0,8.0,101,1,0.498675
scripted,82.0,34.0,10.0,101,1,0.563885
scripted,82.0,34.0,12.0,101,1,0.578499
scripted,82.0,34.0,6.0,102,1,0.527434
scripted,82.0,34.0,8.0,102,1,0.589705
scripted,82.0,34.0,10.0,102,1,0.638003
scripted,82.0,34.0,12.0,102,1,0.66751
scripted,82.0,34.0,6.0,103,1,0.523973
scripted,82.0,34.0,8.0,103,1,0.552563
scripted,82.0,34.0,10.0,103,1,0.570286
scripted,82.0,34.0,12.0,103,1,0.590845
scripted,82.0,34.0,6.0,104,0,
scripted,82.0,34.0,8.0,104,0,
scripted,82.0,34.0,10.0,104,0,
scripted,82.0,34.0,12.0,104,0,
scripted,82.0,34.0,6.0,105,1,0.515923
scripted,82.0,34.0,8.0,105,1,0.612491
scripted,82.0,34.0,10.0,105,1,0.635613
scripted,82.0,34.0,12.0,105,1,0.626486
scripted,82.0,34.0,6.0,106,1,0.389209
scripted,82.0,34.0,8.0,106,1,0.429258
scripted,82.0,34.0,10.0,106,1,0.440138
scripted,82.0,34.0,12.0,106,1,0.444148
scripted,82.0,34.0,6.0,107,1,0.457567
scripted,82.0,34.0,8.0,107,1,0.550875
scripted,82.0,34.0,10.0,107,1,0.595953
scripted,82.0,34.0,12.0,107,1,0.594774
scripted,82.0,34.0,6.0,108,1,0.344378
scripted,82.0,34.0,8.0,108,1,0.358008
scripted,82.0,34.0,10.0,108,1,0.375651
scripted,82.0,34.0,12.0,108,1,0.403727
scripted,82.0,34.0,6.0,109,1,0.411982
scripted,82.0,34.0,8.0,109,1,0.440663
scripted,82.0,34.0,10.0,109,1,0.437277
scripted,82.0,34.0,12.0,109,1,0.438995
scripted,82.0,34.0,6.0,110,1,0.464993
scripted,82.0,34.0,8.0,110,1,0.56088
scripted,82.0,34.0,10.0,110,1,0.619606
scripted,82.0,34.0,12.0,110,1,0.622405
scripted,82.0,34.0,6.0,111,1,0.524558
scripted,82.0,34.0,8.0,111,1,0.591563
scripted,82.0,34.0,10.0,111,1,0.634528
scripted,82.0,34.0,12.0,111,1,0.643021
scripted,82.0,34.0,6.0,112,1,0.405887
scripted,82.0,34.0,8.0,112,1,0.460331
scripted,82.0,34.0,10.0,112,1,0.464679
scripted,82.0,34.0,12.0,112,1,0.441969
scripted,82.0,34.0,6.0,113,1,0.398807
scripted,82.0,34.0,8.0,113,1,0.454268
scripted,82.0,34.0,10.0,113,1,0.450074
scripted,82.0,34.0,12.0,113,1,0.446829
scripted,82.0,34.0,6.0,114,1,0.46931
scripted,82.0,34.0,8.0,114,1,0.521156
scripted,82.0,34.0,10.0,114,1,0.527632
scripted,82.0,34.0,12.0,114,1,0.540951
scripted,82.0,34.0,6.0,115,1,0.252566
scripted,82.0,34.0,8.0,115,1,0.27695
scripted,82.0,34.0,10.0,115,1,0.297809
scripted,82.0,34.0,12.0,115,1,0.318977
scripted,82.0,34.0,6.0,116,1,0.371046
scripted,82.0,34.0,8.0,116,1,0.413361
scripted,82.0,34.0,10.0,116,1,0.428362
scripted,82.0,34.0,12.0,116,1,0.448319
scripted,82.0,34.0,6.0,117,0,
scripted,82.0,34.0,8.0,117,0,
scripted,82.0,34.0,10.0,117,0,
scripted,82.0,34.0,12.0,117,0,
scripted,82.0,34.0,6.0,118,1,0.350216
scripted,82.0,34.0,8.0,118,1,0.359236
scripted,82.0,34.0,10.0,118,1,0.39447
scripted,82.0,34.0,12.0,118,1,0.412497
scripted,82.0,34.0,6.0,119,1,0.578214
scripted,82.0,34.0,8.0,119,1,0.490608
scripted,82.0,34.0,10.0,119,1,0.460822
scripted,82.0,34.0,12.0,119,1,0.480734
scripted,82.0,34.0,6.0,120,1,0.351457
scripted,82.0,34.0,8.0,120,1,0.372951
scripted,82.0,34.0,10.0,120,1,0.427815
scripted,82.0,34.0,12.0,120,1,0.434123
scripted,82.0,34.0,6.0,121,1,0.265478
scripted,82.0,34.0,8.0,121,1,0.364043
scripted,82.0,34.0,10.0,121,1,0.414321
scripted,82.0,34.0,12.0,121,1,0.468171
scripted,82.0,34.0,6.0,122,0,
scripted,82.0,34.0,8.0,122,0,
scripted,82.0,34.0,10.0,122,0,
scripted,82.0,34.0,12.0,122,0,
scripted,82.0,34.0,6.0,123,1,0.449928
scripted,82.0,34.0,8.0,123,1,0.4474
scripted,82.0,34.0,10.0,123,1,0.423026
scripted,82.0,34.0,12.0,123,1,0.41845
scripted,82.0,34.0,6.0,124,1,0.286196
scripted,82.0,34.0,8.0,124,1,0.285823
scripted,82.0,34.0,10.0,124,1,0.30269
scripted,82.0,34.0,12.0,124,1,0.3222
scripted,82.0,34.0,6.0,125,1,0.324753
scripted,82.0,34.0,8.0,125,1,0.391546
scripted,82.0,34.0,10.0,125,1,0.460387
scripted,82.0,34.0,12.0,125,1,0.492861
scripted,82.0,34.0,6.0,126,1,0.274317
scripted,82.0,34.0,8.0,126,1,0.34154
scripted,82.0,34.0,10.0,126,1,0.374954
scripted,82.0,34.0,12.0,126,1,0.390958
scripted,82.0,34.0,6.0,127,1,0.342118
scripted,82.0,34.0,8.0,127,1,0.443369
scripted,82.0,34.0,10.0,127,1,0.519542
scripted,82.0,34.0,12.0,127,1,0.540051
scripted,82.0,34.0,6.0,128,1,0.456118
scripted,82.0,34.0,8.0,128,1,0.452291
scripted,82.0,34.0,10.0,128,1,0.467127
scripted,82.0,34.0,12.0,128,1,0.473139
scripted,82.0,34.0,6.0,129,1,0.447718
scripted,82.0,34.0,8.0,129,1,0.501526
scripted,82.0,34.0,10.0,129,1,0.555128
scripted,82.0,34.0,12.0,129,1,0.559695
scripted,82.0,34.0,6.0,130,1,0.46296
scripted,82.0,34.0,8.0,130,1,0.509504
scripted,82.0,34.0,10.0,130,1,0.484865
scripted,82.0,34.0,12.0,130,1,0.469802
scripted,82.0,34.0,6.0,131,1,0.272024
scripted,82.0,34.0,8.0,131,1,0.320987
scripted,82.0,34.0,10.0,131,1,0.369204
scripted,82.0,34.0,12.0,131,1,0.406687
scripted,82.0,34.0,6.0,132,1,0.528904
scripted,82.0,34.0,8.0,132,1,0.546637
scripted,82.0,34.0,10.0,132,1,0.592173
scripted,82.0,34.0,12.0,132,1,0.604877
scripted,82.0,34.0,6.0,133,1,0.424465
scripted,82.0,34.0,8.0,133,1,0.400096
scripted,82.0,34.0,10.0,133,1,0.379715
scripted,82.0,34.0,12.0,133,1,0.401977
scripted,82.0,34.0,6.0,134,1,0.351783
scripted,82.0,34.0,8.0,134,1,0.475468
scripted,82.0,34.0,10.0,134,1,0.490437
scripted,82.0,34.0,12.0,134,1,0.485259
scripted,82.0,34.0,6.0,135,1,0.622164
scripted,82.0,34.0,8.0,135,1,0.521176
scripted,82.0,34.0,10.0,135,1,0.455063
scripted,82.0,34.0,12.0,135,1,0.444034
scripted,82.0,34.0,6.0,136,1,0.34611
scripted,82.0,34.0,8.0,136,1,0.381003
scripted,82.0,34.0,10.0,136,1,0.420234
scripted,82.0,34.0,12.0,136,1,0.452741
scripted,82.0,34.0,6.0,137,1,0.408215
scripted,82.0,34.0,8.0,137,1,0.422264
scripted,82.0,34.0,10.0,137,1,0.456673
scripted,82.0,34.0,12.0,137,1,0.497634
scripted,82.0,34.0,6.0,138,1,0.288498
scripted,82.0,34.0,8.0,138,1,0.277502
scripted,82.0,34.0,10.0,138,1,0.280535
scripted,82.0,34.0,12.0,138,1,0.295605
scripted,82.0,34.0,6.0,139,1,0.266933
scripted,82.0,34.0,8.0,139,1,0.311857
scripted,82.0,34.0,10.0,139,1,0.36569
scripted,82.0,34.0,12.0,139,1,0.400351
scripted,82.0,34.0,6.0,140,1,0.312357
scripted,82.0,34.0,8.0,140,1,0.35137
scripted,82.0,34.0,10.0,140,1,0.425325
scripted,82.0,34.0,12.0,140,1,0.48031
scripted,82.0,34.0,6.0,141,1,0.578929
scripted,82.0,34.0,8.0,141,1,0.654997
scripted,82.0,34.0,10.0,141,1,0.703226
scripted,82.0,34.0,12.0,141,1,0.69981
scripted,82.0,34.0,6.0,142,1,0.346442
scripted,82.0,34.0,8.0,142,1,0.424096
scripted,82.0,34.0,10.0,142,1,0.478796
scripted,82.0,34.0,12.0,142,1,0.477811
scripted,82.0,34.0,6.0,143,1,0.463892
scripted,82.0,34.0,8.0,143,1,0.531479
scripted,82.0,34.0,10.0,143,1,0.547103
scripted,82.0,34.0,12.0,143,1,0.529841
scripted,82.0,34.0,6.0,144,1,0.442081
scripted,82.0,34.0,8.0,144,1,0.425406
scripted,82.0,34.0,10.0,144,1,0.423473
scripted,82.0,34.0,12.0,144,1,0.426691
scripted,82.0,34.0,6.0,145,1,0.431075
scripted,82.0,34.0,8.0,145,1,0.527646
scripted,82.0,34.0,10.0,145,1,0.549308
scripted,82.0,34.0,12.0,145,1,0.518717
scripted,82.0,34.0,6.0,146,1,0.579102
scripted,82.0,34.0,8.0,146,1,0.579977
scripted,82.0,34.0,10.0,146,1,0.547629
scripted,82.0,34.0,12.0,146,1,0.534041
scripted,82.0,34.0,6.0,147,1,0.469019
scripted,82.0,34.0,8.0,147,1,0.499189
scripted,82.0,34.0,10.0,147,1,0.465636
scripted,82.0,34.0,12.0,147,1,0.454469
scripted,82.0,34.0,6.0,148,1,0.486213
scripted,82.0,34.0,8.0,148,1,0.491264
scripted,82.0,34.0,10.0,148,1,0.515176
scripted,82.0,34.0,12.0,148,1,0.513625
scripted,82.0,34.0,6.0,149,1,0.615597
scripted,82.0,34.0,8.0,149,1,0.625253
scripted,82.0,34.0,10.0,149,1,0.615404
scripted,82.0,34.0,12.0,149,1,0.596634
scripted,82.0,34.0,6.0,150,1,0.421265
scripted,82.0,34.0,8.0,150,1,0.440871
scripted,82.0,34.0,10.0,150,1,0.454425
scripted,82.0,34.0,12.0,150,1,0.446954
scripted,82.0,34.0,6.0,151,1,0.502088
scripted,82.0,34.0,8.0,151,1,0.532813
scripted,82.0,34.0,10.0,151,1,0.555492
scripted,82.0,34.0,12.0,151,1,0.587884
scripted,82.0,34.0,6.0,152,1,0.435965
scripted,82.0,34.0,8.0,152,1,0.487158
scripted,82.0,34.0,10.0,152,1,0.536939
scripted,82.0,34.0,12.0,152,1,0.551233
scripted,82.0,34.0,6.0,153,1,0.457936
scripted,82.0,34.0,8.0,153,1,0.462603
scripted,82.0,34.0,10.0,153,1,0.507372
scripted,82.0,34.0,12.0,153,1,0.546032
scripted,82.0,34.0,6.0,154,1,0.372726
scripted,82.0,34.0,8.0,154,1,0.469795
scripted,82.0,34.0,10.0,154,1,0.475356
scripted,82.0,34.0,12.0,154,1,0.463877
scripted,82.0,34.0,6.0,155,1,0.528283
scripted,82.0,34.0,8.0,155,1,0.573201
scripted,82.0,34.0,10.0,155,1,0.587952
scripted,82.0,34.0,12.0,155,1,0.595585
scripted,82.0,34.0,6.0,156,1,0.304447
scripted,82.0,34.0,8.0,156,1,0.355541
scripted,82.0,34.0,10.0,156,1,0.38671
scripted,82.0,34.0,12.0,156,1,0.393725
scripted,82.0,34.0,6.0,157,1,0.350051
scripted,82.0,34.0,8.0,157,1,0.405075
scripted,82.0,34.0,10.0,157,1,0.423256
scripted,82.0,34.0,12.0,157,1,0.432406
scripted,82.0,34.0,6.0,158,1,0.950691
scripted,82.0,34.0,8.0,158,1,0.915835
scripted,82.0,34.0,10.0,158,1,0.876781
scripted,82.0,34.0,12.0,158,1,0.826131
scripted,82.0,34.0,6.0,159,1,0.484019
scripted,82.0,34.0,8.0,159,1,0.535178
scripted,82.0,34.0,10.0,159,1,0.564836
scripted,82.0,34.0,12.0,159,1,0.572557
scripted,82.0,34.0,6.0,160,1,0.553299
scripted,82.0,34.0,8.0,160,1,0.513036
scripted,82.0,34.0,10.0,160,1,0.451802
scripted,82.0,34.0,12.0,160,1,0.411489
scripted,82.0,34.0,6.0,161,1,0.434495
scripted,82.0,34.0,8.0,161,1,0.413178
scripted,82.0,34.0,10.0,161,1,0.369904
scripted,82.0,34.0,12.0,161,1,0.364694
scripted,82.0,34.0,6.0,162,1,0.402898
scripted,82.0,34.0,8.0,162,1,0.463204
scripted,82.0,34.0,10.0,162,1,0.518609
scripted,82.0,34.0,12.0,162,1,0.539698
scripted,82.0,34.0,6.0,163,1,0.436292
scripted,82.0,34.0,8.0,163,1,0.499665
scripted,82.0,34.0,10.0,163,1,0.485707
scripted,82.0,34.0,12.0,163,1,0.44355
scripted,82.0,34.0,6.0,164,0,
scripted,82.0,34.0,8.0,164,0,
scripted,82.0,34.0,10.0,164,0,
scripted,82.0,34.0,12.0,164,0,
scripted,82.0,34.0,6.0,165,1,0.288176
scripted,82.0,34.0,8.0,165,1,0.293794
scripted,82.0,34.0,10.0,165,1,0.335147
scripted,82.0,34.0,12.0,165,1,0.38371
scripted,82.0,34.0,6.0,166,1,0.498741
scripted,82.0,34.0,8.0,166,1,0.643099
scripted,82.0,34.0,10.0,166,1,0.674997
scripted,82.0,34.0,12.0,166,1,0.681048
scripted,82.0,34.0,6.0,167,1,0.290796
scripted,82.0,34.0,8.0,167,1,0.322715
scripted,82.0,34.0,10.0,167,1,0.379952
scripted,82.0,34.0,12.0,167,1,0.391312
scripted,82.0,34.0,6.0,168,1,0.541762
scripted,82.0,34.0,8.0,168,1,0.61097
scripted,82.0,34.0,10.0,168,1,0.626401
scripted,82.0,34.0,12.0,168,1,0.601433
scripted,82.0,34.0,6.0,169,1,0.634238
scripted,82.0,34.0,8.0,169,1,0.637794
scripted,82.0,34.0,10.0,169,1,0.632906
scripted,82.0,34.0,12.0,169,1,0.628778
scripted,82.0,34.0,6.0,170,1,0.534686
scripted,82.0,34.0,8.0,170,1,0.599701
scripted,82.0,34.0,10.0,170,1,0.60632
scripted,82.0,34.0,12.0,170,1,0.588193
scripted,82.0,34.0,6.0,171,1,0.476853
scripted,82.0,34.0,8.0,171,1,0.536989
scripted,82.0,34.0,10.0,171,1,0.553233
scripted,82.0,34.0,12.0,171,1,0.533531
scripted,82.0,34.0,6.0,172,1,0.335504
scripted,82.0,34.0,8.0,172,1,0.379549
scripted,82.0,34.0,10.0,172,1,0.395029
scripted,82.0,34.0,12.0,172,1,0.395028
scripted,82.0,34.0,6.0,173,1,0.454164
scripted,82.0,34.0,8.0,173,1,0.442736
scripted,82.0,34.0,10.0,173,1,0.45713
scripted,82.0,34.0,12.0,173,1,0.473921
scripted,82.0,34.0,6.0,174,0,
scripted,82.0,34.0,8.0,174,0,
scripted,82.0,34.0,10.0,174,1,0.348674
scripted,82.0,34.0,12.0,174,1,0.396732
scripted,82.0,34.0,6.0,175,1,0.493108
scripted,82.0,34.0,8.0,175,1,0.589073
scripted,82.0,34.0,10.0,175,1,0.644944
scripted,82.0,34.0,12.0,175,1,0.629038
scripted,82.0,34.0,6.0,176,1,0.443216
scripted,82.0,34.0,8.0,176,1,0.456526
scripted,82.0,34.0,10.0,176,1,0.501005
scripted,82.0,34.0,12.0,176,1,0.486466
scripted,82.0,34.0,6.0,177,1,0.410549
scripted,82.0,34.0,8.0,177,1,0.503259
scripted,82.0,34.0,10.0,177,1,0.571963
scripted,82.0,34.0,12.0,177,1,0.638822
scripted,82.0,34.0,6.0,178,1,0.452516
scripted,82.0,34.0,8.0,178,1,0.458716
scripted,82.0,34.0,10.0,178,1,0.433732
scripted,82.0,34.0,12.0,178,1,0.433321
scripted,82.0,34.0,6.0,179,1,0.374901
scripted,82.0,34.0,8.0,179,1,0.446352
scripted,82.0,34.0,10.0,179,1,0.48272
scripted,82.0,34.0,12.0,179,1,0.500017
scripted,82.0,34.0,6.0,180,0,
scripted,82.0,34.0,8.0,180,0,
scripted,82.0,34.0,10.0,180,0,
scripted,82.0,34.0,12.0,180,1,0.584097
scripted,82.0,34.0,6.0,181,1,0.554007
scripted,82.0,34.0,8.0,181,1,0.646217
scripted,82.0,34.0,10.0,181,1,0.651234
scripted,82.0,34.0,12.0,181,1,0.597951
scripted,82.0,34.0,6.0,182,1,0.476599
scripted,82.0,34.0,8.0,182,1,0.475478
scripted,82.0,34.0,10.0,182,1,0.464344
scripted,82.0,34.0,12.0,182,1,0.457435
scripted,82.0,34.0,6.0,183,1,0.521667
scripted,82.0,34.0,8.0,183,1,0.568969
scripted,82.0,34.0,10.0,183,1,0.555565
scripted,82.0,34.0,12.0,183,1,0.517895
scripted,82.0,34.0,6.0,184,1,0.398264
scripted,82.0,34.0,8.0,184,1,0.431682
scripted,82.0,34.0,10.0,184,1,0.427908
scripted,82.0,34.0,12.0,184,1,0.443393
scripted,82.0,34.0,6.0,185,1,0.42484
scripted,82.0,34.0,8.0,185,1,0.472245
scripted,82.0,34.0,10.0,185,1,0.485418
scripted,82.0,34.0,12.0,185,1,0.468318
scripted,82.0,34.0,6.0,186,1,0.312467
scripted,82.0,34.0,8.0,186,1,0.317255
scripted,82.0,34.0,10.0,186,1,0.345899
scripted,82.0,34.0,12.0,186,1,0.385974
scripted,82.0,34.0,6.0,187,1,0.328824
scripted,82.0,34.0,8.0,187,1,0.415399
scripted,82.0,34.0,10.0,187,1,0.469019
scripted,82.0,34.0,12.0,187,1,0.472209
scripted,82.0,34.0,6.0,188,1,0.316168
scripted,82.0,34.0,8.0,188,1,0.364431
scripted,82.0,34.0,10.0,188,1,0.386904
scripted,82.0,34.0,12.0,188,1,0.394793
scripted,82.0,34.0,6.0,189,1,0.651254
scripted,82.0,34.0,8.0,189,1,0.641142
scripted,82.0,34.0,10.0,189,1,0.621192
scripted,82.0,34.0,12.0,189,1,0.596872
scripted,82.0,34.0,6.0,190,1,0.319071
scripted,82.0,34.0,8.0,190,1,0.378556
scripted,82.0,34.0,10.0,190,1,0.429162
scripted,82.0,34.0,12.0,190,1,0.475364
scripted,82.0,34.0,6.0,191,1,0.428161
scripted,82.0,34.0,8.0,191,1,0.459655
scripted,82.0,34.0,10.0,191,1,0.466993
scripted,82.0,34.0,12.0,191,1,0.457546
scripted,82.0,34.0,6.0,192,1,0.367513
