policy,x,y,radius,episode,arrived,max_control
random,82.0,34.0,6.0,44,0,
random,82.0,34.0,8.0,44,1,0.076131
random,82.0,34.0,10.0,44,1,0.086313
random,82.0,34.0,12.0,44,1,0.09602
random,84.0,34.0,6.0,44,0,
random,84.0,34.0,8.0,44,0,
random,84.0,34.0,10.0,44,1,0.054988
random,84.0,34.0,12.0,44,1,0.064448
random,86.0,34.0,6.0,44,0,
random,86.0,34.0,8.0,44,0,
random,86.0,34.0,10.0,44,0,
random,86.0,34.0,12.0,44,1,0.040983
random,88.0,34.0,6.0,44,0,
random,88.0,34.0,8.0,44,0,
random,88.0,34.0,10.0,44,0,
random,88.0,34.0,12.0,44,0,
random,82.0,34.0,6.0,45,0,
random,82.0,34.0,8.0,45,0,
random,82.0,34.0,10.0,45,1,0.181933
random,82.0,34.0,12.0,45,1,0.150324
random,84.0,34.0,6.0,45,0,
random,84.0,34.0,8.0,45,0,
random,84.0,34.0,10.0,45,0,
random,84.0,34.0,12.0,45,1,0.133068
random,86.0,34.0,6.0,45,0,
random,86.0,34.0,8.0,45,0,
random,86.0,34.0,10.0,45,0,
random,86.0,34.0,12.0,45,1,0.103566
random,88.0,34.0,6.0,45,0,
random,88.0,34.0,8.0,45,0,
random,88.0,34.0,10.0,45,0,
random,88.0,34.0,12.0,45,0,
random,82.0,34.0,6.0,46,0,
random,82.0,34.0,8.0,46,1,0.319056
random,82.0,34.0,10.0,46,1,0.304588
random,82.0,34.0,12.0,46,1,0.291257
random,84.0,34.0,6.0,46,1,0.317042
random,84.0,34.0,8.0,46,1,0.307277
random,84.0,34.0,10.0,46,1,0.285537
random,84.0,34.0,12.0,46,1,0.272454
random,86.0,34.0,6.0,46,1,0.304728
random,86.0,34.0,8.0,46,1,0.304565
random,86.0,34.0,10.0,46,1,0.284037
random,86.0,34.0,12.0,46,1,0.254778
random,88.0,34.0,6.0,46,1,0.276949
random,88.0,34.0,8.0,46,1,0.294976
random,88.0,34.0,10.0,46,1,0.278346
random,88.0,34.0,12.0,46,1,0.240045
random,82.0,34.0,6.0,47,0,
random,82.0,34.0,8.0,47,0,
random,82.0,34.0,10.0,47,1,0.282107
random,82.0,34.0,12.0,47,1,0.313438
random,84.0,34.0,6.0,47,0,
random,84.0,34.0,8.0,47,0,
random,84.0,34.0,10.0,47,1,0.25875
random,84.0,34.0,12.0,47,1,0.282364
random,86.0,34.0,6.0,47,0,
random,86.0,34.0,8.0,47,0,
random,86.0,34.0,10.0,47,1,0.247169
random,86.0,34.0,12.0,47,1,0.255695
random,88.0,34.0,6.0,47,0,
random,88.0,34.0,8.0,47,0,
random,88.0,34.0,10.0,47,1,0.242622
random,88.0,34.0,12.0,47,1,0.230302
random,82.0,34.0,6.0,48,1,0.215923
random,82.0,34.0,8.0,48,1,0.190639
random,82.0,34.0,10.0,48,1,0.150361
random,82.0,34.0,12.0,48,1,0.127608
random,84.0,34.0,6.0,48,0,
random,84.0,34.0,8.0,48,1,0.16556
random,84.0,34.0,10.0,48,1,0.138334
random,84.0,34.0,12.0,48,1,0.118859
random,86.0,34.0,6.0,48,0,
random,86.0,34.0,8.0,48,1,0.075248
random,86.0,34.0,10.0,48,1,0.113121
random,86.0,34.0,12.0,48,1,0.105429
random,88.0,34.0,6.0,48,0,
random,88.0,34.0,8.0,48,0,
random,88.0,34.0,10.0,48,1,0.059694
random,88.0,34.0,12.0,48,1,0.085907
random,82.0,34.0,6.0,49,0,
random,82.0,34.0,8.0,49,0,
random,82.0,34.0,10.0,49,0,
random,82.0,34.0,12.0,49,1,0.100642
random,84.0,34.0,6.0,49,0,
random,84.0,34.0,8.0,49,0,
random,84.0,34.0,10.0,49,0,
random,84.0,34.0,12.0,49,0,
random,86.0,34.0,6.0,49,0,
random,86.0,34.0,8.0,49,0,
random,86.0,34.0,10.0,49,0,
random,86.0,34.0,12.0,49,0,
random,88.0,34.0,6.0,49,0,
random,88.0,34.0,8.0,49,0,
random,88.0,34.0,10.0,49,0,
random,88.0,34.0,12.0,49,0,
random,82.0,34.0,6.0,50,1,0.196547
random,82.0,34.0,8.0,50,1,0.154882
random,82.0,34.0,10.0,50,1,0.125073
random,82.0,34.0,12.0,50,1,0.111686
random,84.0,34.0,6.0,50,1,0.243182
random,84.0,34.0,8.0,50,1,0.185389
random,84.0,34.0,10.0,50,1,0.142348
random,84.0,34.0,12.0,50,1,0.119327
random,86.0,34.0,6.0,50,1,0.264439
random,86.0,34.0,8.0,50,1,0.210227
random,86.0,34.0,10.0,50,1,0.158107
random,86.0,34.0,12.0,50,1,0.124594
random,88.0,34.0,6.0,50,1,0.248
random,88.0,34.0,8.0,50,1,0.222319
random,88.0,34.0,10.0,50,1,0.166036
random,88.0,34.0,12.0,50,1,0.125844
random,82.0,34.0,6.0,51,0,
random,82.0,34.0,8.0,51,0,
random,82.0,34.0,10.0,51,0,
random,82.0,34.0,12.0,51,0,
random,84.0,34.0,6.0,51,0,
random,84.0,34.0,8.0,51,0,
random,84.0,34.0,10.0,51,0,
random,84.0,34.0,12.0,51,0,
random,86.0,34.0,6.0,51,0,
random,86.0,34.0,8.0,51,0,
random,86.0,34.0,10.0,51,0,
random,86.0,34.0,12.0,51,0,
random,88.0,34.0,6.0,51,0,
random,88.0,34.0,8.0,51,0,
random,88.0,34.0,10.0,51,0,
random,88.0,34.0,12.0,51,0,
random,82.0,34.0,6.0,52,0,
random,82.0,34.0,8.0,52,0,
random,82.0,34.0,10.0,52,0,
random,82.0,34.0,12.0,52,0,
random,84.0,34.0,6.0,52,0,
random,84.0,34.0,8.0,52,0,
random,84.0,34.0,10.0,52,0,
random,84.0,34.0,12.0,52,0,
random,86.0,34.0,6.0,52,0,
random,86.0,34.0,8.0,52,0,
random,86.0,34.0,10.0,52,0,
random,86.0,34.0,12.0,52,0,
random,88.0,34.0,6.0,52,0,
random,88.0,34.0,8.0,52,0,
random,88.0,34.0,10.0,52,0,
random,88.0,34.0,12.0,52,0,
random,82.0,34.0,6.0,53,1,0.240874
random,82.0,34.0,8.0,53,1,0.296233
random,82.0,34.0,10.0,53,1,0.345403
random,82.0,34.0,12.0,53,1,0.367031
random,84.0,34.0,6.0,53,0,
random,84.0,34.0,8.0,53,1,0.24886
random,84.0,34.0,10.0,53,1,0.277857
random,84.0,34.0,12.0,53,1,0.300014
random,86.0,34.0,6.0,53,0,
random,86.0,34.0,8.0,53,1,0.219285
random,86.0,34.0,10.0,53,1,0.23444
random,86.0,34.0,12.0,53,1,0.242824
random,88.0,34.0,6.0,53,0,
random,88.0,34.0,8.0,53,1,0.162314
random,88.0,34.0,10.0,53,1,0.200278
random,88.0,34.0,12.0,53,1,0.207358
random,82.0,34.0,6.0,54,0,
random,82.0,34.0,8.0,54,0,
random,82.0,34.0,10.0,54,1,0.128212
random,82.0,34.0,12.0,54,1,0.119726
random,84.0,34.0,6.0,54,0,
random,84.0,34.0,8.0,54,0,
random,84.0,34.0,10.0,54,0,
random,84.0,34.0,12.0,54,1,0.098149
random,86.0,34.0,6.0,54,0,
random,86.0,34.0,8.0,54,0,
random,86.0,34.0,10.0,54,0,
random,86.0,34.0,12.0,54,0,
random,88.0,34.0,6.0,54,0,
random,88.0,34.0,8.0,54,0,
random,88.0,34.0,10.0,54,0,
random,88.0,34.0,12.0,54,0,
random,82.0,34.0,6.0,55,0,
random,82.0,34.0,8.0,55,0,
random,82.0,34.0,10.0,55,0,
random,82.0,34.0,12.0,55,0,
random,84.0,34.0,6.0,55,0,
random,84.0,34.0,8.0,55,0,
random,84.0,34.0,10.0,55,0,
random,84.0,34.0,12.0,55,0,
random,86.0,34.0,6.0,55,0,
random,86.0,34.0,8.0,55,0,
random,86.0,34.0,10.0,55,0,
random,86.0,34.0,12.0,55,0,
random,88.0,34.0,6.0,55,0,
random,88.0,34.0,8.0,55,0,
random,88.0,34.0,10.0,55,0,
random,88.0,34.0,12.0,55,0,
random,82.0,34.0,6.0,56,0,
random,82.0,34.0,8.0,56,0,
random,82.0,34.0,10.0,56,0,
random,82.0,34.0,12.0,56,0,
random,84.0,34.0,6.0,56,0,
random,84.0,34.0,8.0,56,0,
random,84.0,34.0,10.0,56,0,
random,84.0,34.0,12.0,56,0,
random,86.0,34.0,6.0,56,0,
random,86.0,34.0,8.0,56,0,
random,86.0,34.0,10.0,56,0,
random,86.0,34.0,12.0,56,0,
random,88.0,34.0,6.0,56,0,
random,88.0,34.0,8.0,56,0,
random,88.0,34.0,10.0,56,0,
random,88.0,34.0,12.0,56,0,
random,82.0,34.0,6.0,57,0,
random,82.0,34.0,8.0,57,0,
random,82.0,34.0,10.0,57,0,
random,82.0,34.0,12.0,57,0,
random,84.0,34.0,6.0,57,0,
random,84.0,34.0,8.0,57,0,
random,84.0,34.0,10.0,57,0,
random,84.0,34.0,12.0,57,0,
random,86.0,34.0,6.0,57,0,
random,86.0,34.0,8.0,57,0,
random,86.0,34.0,10.0,57,0,
random,86.0,34.0,12.0,57,0,
random,88.0,34.0,6.0,57,0,
random,88.0,34.0,8.0,57,0,
random,88.0,34.0,10.0,57,0,
random,88.0,34.0,12.0,57,0,
random,82.0,34.0,6.0,58,0,
random,82.0,34.0,8.0,58,1,0.114749
random,82.0,34.0,10.0,58,1,0.147459
random,82.0,34.0,12.0,58,1,0.230239
random,84.0,34.0,6.0,58,1,0.167253
random,84.0,34.0,8.0,58,1,0.161016
random,84.0,34.0,10.0,58,1,0.160487
random,84.0,34.0,12.0,58,1,0.193464
random,86.0,34.0,6.0,58,1,0.252571
random,86.0,34.0,8.0,58,1,0.204263
random,86.0,34.0,10.0,58,1,0.190542
random,86.0,34.0,12.0,58,1,0.194681
random,88.0,34.0,6.0,58,1,0.315652
random,88.0,34.0,8.0,58,1,0.251761
random,88.0,34.0,10.0,58,1,0.227808
random,88.0,34.0,12.0,58,1,0.21533
random,82.0,34.0,6.0,59,0,
random,82.0,34.0,8.0,59,0,
random,82.0,34.0,10.0,59,0,
random,82.0,34.0,12.0,59,1,0.355003
random,84.0,34.0,6.0,59,0,
random,84.0,34.0,8.0,59,0,
random,84.0,34.0,10.0,59,0,
random,84.0,34.0,12.0,59,1,0.30364
random,86.0,34.0,6.0,59,0,
random,86.0,34.0,8.0,59,0,
random,86.0,34.0,10.0,59,0,
random,86.0,34.0,12.0,59,1,0.254295
random,88.0,34.0,6.0,59,0,
random,88.0,34.0,8.0,59,0,
random,88.0,34.0,10.0,59,0,
random,88.0,34.0,12.0,59,0,
random,82.0,34.0,6.0,60,1,0.219487
random,82.0,34.0,8.0,60,1,0.168032
random,82.0,34.0,10.0,60,1,0.141152
random,82.0,34.0,12.0,60,1,0.114853
random,84.0,34.0,6.0,60,0,
random,84.0,34.0,8.0,60,1,0.139877
random,84.0,34.0,10.0,60,1,0.112293
random,84.0,34.0,12.0,60,1,0.108407
random,86.0,34.0,6.0,60,0,
random,86.0,34.0,8.0,60,0,
random,86.0,34.0,10.0,60,1,0.092481
random,86.0,34.0,12.0,60,1,0.087578
random,88.0,34.0,6.0,60,0,
random,88.0,34.0,8.0,60,0,
random,88.0,34.0,10.0,60,0,
random,88.0,34.0,12.0,60,1,0.069304
random,82.0,34.0,6.0,61,0,
random,82.0,34.0,8.0,61,0,
random,82.0,34.0,10.0,61,0,
random,82.0,34.0,12.0,61,0,
random,84.0,34.0,6.0,61,0,
random,84.0,34.0,8.0,61,0,
random,84.0,34.0,10.0,61,0,
random,84.0,34.0,12.0,61,0,
random,86.0,34.0,6.0,61,0,
random,86.0,34.0,8.0,61,0,
random,86.0,34.0,10.0,61,0,
random,86.0,34.0,12.0,61,0,
random,88.0,34.0,6.0,61,0,
random,88.0,34.0,8.0,61,0,
random,88.0,34.0,10.0,61,0,
random,88.0,34.0,12.0,61,0,
random,82.0,34.0,6.0,62,0,
random,82.0,34.0,8.0,62,1,0.17923
random,82.0,34.0,10.0,62,1,0.238451
random,82.0,34.0,12.0,62,1,0.501333
random,84.0,34.0,6.0,62,0,
random,84.0,34.0,8.0,62,1,0.178993
random,84.0,34.0,10.0,62,1,0.339704
random,84.0,34.0,12.0,62,1,0.462247
random,86.0,34.0,6.0,62,1,0.153088
random,86.0,34.0,8.0,62,1,0.188958
random,86.0,34.0,10.0,62,1,0.343824
random,86.0,34.0,12.0,62,1,0.309227
random,88.0,34.0,6.0,62,1,0.164528
random,88.0,34.0,8.0,62,1,0.221033
random,88.0,34.0,10.0,62,1,0.256722
random,88.0,34.0,12.0,62,1,0.303675
random,82.0,34.0,6.0,63,0,
random,82.0,34.0,8.0,63,0,
random,82.0,34.0,10.0,63,0,
random,82.0,34.0,12.0,63,1,0.033564
random,84.0,34.0,6.0,63,0,
random,84.0,34.0,8.0,63,0,
random,84.0,34.0,10.0,63,0,
random,84.0,34.0,12.0,63,0,
random,86.0,34.0,6.0,63,0,
random,86.0,34.0,8.0,63,0,
random,86.0,34.0,10.0,63,0,
random,86.0,34.0,12.0,63,0,
random,88.0,34.0,6.0,63,0,
random,88.0,34.0,8.0,63,0,
random,88.0,34.0,10.0,63,0,
random,88.0,34.0,12.0,63,0,
random,82.0,34.0,6.0,64,0,
random,82.0,34.0,8.0,64,0,
random,82.0,34.0,10.0,64,0,
random,82.0,34.0,12.0,64,1,0.2037
random,84.0,34.0,6.0,64,0,
random,84.0,34.0,8.0,64,0,
random,84.0,34.0,10.0,64,0,
random,84.0,34.0,12.0,64,0,
random,86.0,34.0,6.0,64,0,
random,86.0,34.0,8.0,64,0,
random,86.0,34.0,10.0,64,0,
random,86.0,34.0,12.0,64,0,
random,88.0,34.0,6.0,64,0,
random,88.0,34.0,8.0,64,0,
random,88.0,34.0,10.0,64,0,
random,88.0,34.0,12.0,64,0,
random,82.0,34.0,6.0,65,0,
random,82.0,34.0,8.0,65,1,0.114723
random,82.0,34.0,10.0,65,1,0.121487
random,82.0,34.0,12.0,65,1,0.130205
random,84.0,34.0,6.0,65,0,
random,84.0,34.0,8.0,65,1,0.12007
random,84.0,34.0,10.0,65,1,0.120697
random,84.0,34.0,12.0,65,1,0.121798
random,86.0,34.0,6.0,65,0,
random,86.0,34.0,8.0,65,0,
random,86.0,34.0,10.0,65,1,0.114806
random,86.0,34.0,12.0,65,1,0.113019
random,88.0,34.0,6.0,65,0,
random,88.0,34.0,8.0,65,0,
random,88.0,34.0,10.0,65,1,0.103411
random,88.0,34.0,12.0,65,1,0.102601
random,82.0,34.0,6.0,66,0,
random,82.0,34.0,8.0,66,0,
random,82.0,34.0,10.0,66,1,0.21467
random,82.0,34.0,12.0,66,1,0.22234
random,84.0,34.0,6.0,66,0,
random,84.0,34.0,8.0,66,0,
random,84.0,34.0,10.0,66,0,
random,84.0,34.0,12.0,66,1,0.189819
random,86.0,34.0,6.0,66,0,
random,86.0,34.0,8.0,66,0,
random,86.0,34.0,10.0,66,0,
random,86.0,34.0,12.0,66,1,0.16675
random,88.0,34.0,6.0,66,0,
random,88.0,34.0,8.0,66,0,
random,88.0,34.0,10.0,66,0,
random,88.0,34.0,12.0,66,0,
random,82.0,34.0,6.0,67,0,
random,82.0,34.0,8.0,67,0,
random,82.0,34.0,10.0,67,0,
random,82.0,34.0,12.0,67,0,
random,84.0,34.0,6.0,67,0,
random,84.0,34.0,8.0,67,0,
random,84.0,34.0,10.0,67,0,
random,84.0,34.0,12.0,67,0,
random,86.0,34.0,6.0,67,0,
random,86.0,34.0,8.0,67,0,
random,86.0,34.0,10.0,67,0,
random,86.0,34.0,12.0,67,0,
random,88.0,34.0,6.0,67,0,
random,88.0,34.0,8.0,67,0,
random,88.0,34.0,10.0,67,0,
random,88.0,34.0,12.0,67,0,
random,82.0,34.0,6.0,68,0,
random,82.0,34.0,8.0,68,1,0.1341
random,82.0,34.0,10.0,68,1,0.13175
random,82.0,34.0,12.0,68,1,0.113275
random,84.0,34.0,6.0,68,0,
random,84.0,34.0,8.0,68,0,
random,84.0,34.0,10.0,68,1,0.099099
random,84.0,34.0,12.0,68,1,0.096859
random,86.0,34.0,6.0,68,0,
random,86.0,34.0,8.0,68,0,
random,86.0,34.0,10.0,68,0,
random,86.0,34.0,12.0,68,1,0.072085
random,88.0,34.0,6.0,68,0,
random,88.0,34.0,8.0,68,0,
random,88.0,34.0,10.0,68,0,
random,88.0,34.0,12.0,68,0,
random,82.0,34.0,6.0,69,1,0.256121
random,82.0,34.0,8.0,69,1,0.202827
random,82.0,34.0,10.0,69,1,0.292482
random,82.0,34.0,12.0,69,1,0.270763
random,84.0,34.0,6.0,69,1,0.214753
random,84.0,34.0,8.0,69,1,0.161989
random,84.0,34.0,10.0,69,1,0.143018
random,84.0,34.0,12.0,69,1,0.227493
random,86.0,34.0,6.0,69,1,0.133781
random,86.0,34.0,8.0,69,1,0.133618
random,86.0,34.0,10.0,69,1,0.111687
random,86.0,34.0,12.0,69,1,0.110293
random,88.0,34.0,6.0,69,0,
random,88.0,34.0,8.0,69,1,0.087635
random,88.0,34.0,10.0,69,1,0.088371
random,88.0,34.0,12.0,69,1,0.082614
random,82.0,34.0,6.0,70,0,
random,82.0,34.0,8.0,70,0,
random,82.0,34.0,10.0,70,0,
random,82.0,34.0,12.0,70,0,
random,84.0,34.0,6.0,70,0,
random,84.0,34.0,8.0,70,0,
random,84.0,34.0,10.0,70,0,
random,84.0,34.0,12.0,70,0,
random,86.0,34.0,6.0,70,0,
random,86.0,34.0,8.0,70,0,
random,86.0,34.0,10.0,70,0,
random,86.0,34.0,12.0,70,0,
random,88.0,34.0,6.0,70,0,
random,88.0,34.0,8.0,70,0,
random,88.0,34.0,10.0,70,0,
random,88.0,34.0,12.0,70,0,
random,82.0,34.0,6.0,71,0,
random,82.0,34.0,8.0,71,0,
random,82.0,34.0,10.0,71,0,
random,82.0,34.0,12.0,71,1,0.215362
random,84.0,34.0,6.0,71,0,
random,84.0,34.0,8.0,71,0,
random,84.0,34.0,10.0,71,0,
random,84.0,34.0,12.0,71,0,
random,86.0,34.0,6.0,71,0,
random,86.0,34.0,8.0,71,0,
random,86.0,34.0,10.0,71,0,
random,86.0,34.0,12.0,71,0,
random,88.0,34.0,6.0,71,0,
random,88.0,34.0,8.0,71,0,
random,88.0,34.0,10.0,71,0,
random,88.0,34.0,12.0,71,0,
random,82.0,34.0,6.0,72,1,0.359837
random,82.0,34.0,8.0,72,1,0.344603
random,82.0,34.0,10.0,72,1,0.359264
random,82.0,34.0,12.0,72,1,0.37306
random,84.0,34.0,6.0,72,1,0.358942
random,84.0,34.0,8.0,72,1,0.307724
random,84.0,34.0,10.0,72,1,0.310998
random,84.0,34.0,12.0,72,1,0.321955
random,86.0,34.0,6.0,72,1,0.399037
random,86.0,34.0,8.0,72,1,0.299115
random,86.0,34.0,10.0,72,1,0.267091
random,86.0,34.0,12.0,72,1,0.269516
random,88.0,34.0,6.0,72,1,0.269258
random,88.0,34.0,8.0,72,1,0.315362
random,88.0,34.0,10.0,72,1,0.236171
random,88.0,34.0,12.0,72,1,0.216809
random,82.0,34.0,6.0,73,0,
random,82.0,34.0,8.0,73,0,
random,82.0,34.0,10.0,73,0,
random,82.0,34.0,12.0,73,0,
random,84.0,34.0,6.0,73,0,
random,84.0,34.0,8.0,73,0,
random,84.0,34.0,10.0,73,0,
random,84.0,34.0,12.0,73,0,
random,86.0,34.0,6.0,73,0,
random,86.0,34.0,8.0,73,0,
random,86.0,34.0,10.0,73,0,
random,86.0,34.0,12.0,73,0,
random,88.0,34.0,6.0,73,0,
random,88.0,34.0,8.0,73,0,
random,88.0,34.0,10.0,73,0,
random,88.0,34.0,12.0,73,0,
random,82.0,34.0,6.0,74,0,
random,82.0,34.0,8.0,74,1,0.164784
random,82.0,34.0,10.0,74,1,0.151128
random,82.0,34.0,12.0,74,1,0.183593
random,84.0,34.0,6.0,74,0,
random,84.0,34.0,8.0,74,0,
random,84.0,34.0,10.0,74,1,0.112835
random,84.0,34.0,12.0,74,1,0.110473
random,86.0,34.0,6.0,74,0,
random,86.0,34.0,8.0,74,0,
random,86.0,34.0,10.0,74,0,
random,86.0,34.0,12.0,74,1,0.082138
random,88.0,34.0,6.0,74,0,
random,88.0,34.0,8.0,74,0,
random,88.0,34.0,10.0,74,0,
random,88.0,34.0,12.0,74,1,0.051781
random,82.0,34.0,6.0,75,1,0.107684
random,82.0,34.0,8.0,75,1,0.14574
random,82.0,34.0,10.0,75,1,0.172038
random,82.0,34.0,12.0,75,1,0.182815
random,84.0,34.0,6.0,75,1,0.076266
random,84.0,34.0,8.0,75,1,0.119444
random,84.0,34.0,10.0,75,1,0.149923
random,84.0,34.0,12.0,75,1,0.159724
random,86.0,34.0,6.0,75,0,
random,86.0,34.0,8.0,75,1,0.093131
random,86.0,34.0,10.0,75,1,0.119643
random,86.0,34.0,12.0,75,1,0.134929
random,88.0,34.0,6.0,75,0,
random,88.0,34.0,8.0,75,0,
random,88.0,34.0,10.0,75,1,0.091407
random,88.0,34.0,12.0,75,1,0.106273
random,82.0,34.0,6.0,76,0,
random,82.0,34.0,8.0,76,0,
random,82.0,34.0,10.0,76,0,
random,82.0,34.0,12.0,76,0,
random,84.0,34.0,6.0,76,0,
random,84.0,34.0,8.0,76,0,
random,84.0,34.0,10.0,76,0,
random,84.0,34.0,12.0,76,0,
random,86.0,34.0,6.0,76,0,
random,86.0,34.0,8.0,76,0,
random,86.0,34.0,10.0,76,0,
random,86.0,34.0,12.0,76,0,
random,88.0,34.0,6.0,76,0,
random,88.0,34.0,8.0,76,0,
random,88.0,34.0,10.0,76,0,
random,88.0,34.0,12.0,76,0,
random,82.0,34.0,6.0,77,0,
random,82.0,34.0,8.0,77,0,
random,82.0,34.0,10.0,77,0,
random,82.0,34.0,12.0,77,0,
random,84.0,34.0,6.0,77,0,
random,84.0,34.0,8.0,77,0,
random,84.0,34.0,10.0,77,0,
random,84.0,34.0,12.0,77,0,
random,86.0,34.0,6.0,77,0,
random,86.0,34.0,8.0,77,0,
random,86.0,34.0,10.0,77,0,
random,86.0,34.0,12.0,77,0,
random,88.0,34.0,6.0,77,0,
random,88.0,34.0,8.0,77,0,
random,88.0,34.0,10.0,77,0,
random,88.0,34.0,12.0,77,0,
random,82.0,34.0,6.0,78,0,
random,82.0,34.0,8.0,78,0,
random,82.0,34.0,10.0,78,1,0.05995
random,82.0,34.0,12.0,78,1,0.080235
random,84.0,34.0,6.0,78,0,
random,84.0,34.0,8.0,78,0,
random,84.0,34.0,10.0,78,1,0.067888
random,84.0,34.0,12.0,78,1,0.070873
random,86.0,34.0,6.0,78,0,
random,86.0,34.0,8.0,78,0,
random,86.0,34.0,10.0,78,1,0.077702
random,86.0,34.0,12.0,78,1,0.076194
random,88.0,34.0,6.0,78,0,
random,88.0,34.0,8.0,78,0,
random,88.0,34.0,10.0,78,1,0.085781
random,88.0,34.0,12.0,78,1,0.083063
random,82.0,34.0,6.0,79,0,
random,82.0,34.0,8.0,79,0,
random,82.0,34.0,10.0,79,0,
random,82.0,34.0,12.0,79,0,
random,84.0,34.0,6.0,79,0,
random,84.0,34.0,8.0,79,0,
random,84.0,34.0,10.0,79,0,
random,84.0,34.0,12.0,79,0,
random,86.0,34.0,6.0,79,0,
random,86.0,34.0,8.0,79,0,
random,86.0,34.0,10.0,79,0,
random,86.0,34.0,12.0,79,0,
random,88.0,34.0,6.0,79,0,
random,88.0,34.0,8.0,79,0,
random,88.0,34.0,10.0,79,0,
random,88.0,34.0,12.0,79,0,
random,82.0,34.0,6.0,80,0,
random,82.0,34.0,8.0,80,0,
random,82.0,34.0,10.0,80,0,
random,82.0,34.0,12.0,80,0,
random,84.0,34.0,6.0,80,0,
random,84.0,34.0,8.0,80,0,
random,84.0,34.0,10.0,80,0,
random,84.0,34.0,12.0,80,0,
random,86.0,34.0,6.0,80,0,
random,86.0,34.0,8.0,80,0,
random,86.0,34.0,10.0,80,0,
random,86.0,34.0,12.0,80,0,
random,88.0,34.0,6.0,80,0,
random,88.0,34.0,8.0,80,0,
random,88.0,34.0,10.0,80,0,
random,88.0,34.0,12.0,80,0,
random,82.0,34.0,6.0,81,0,
random,82.0,34.0,8.0,81,0,
random,82.0,34.0,10.0,81,0,
random,82.0,34.0,12.0,81,1,0.116748
random,84.0,34.0,6.0,81,0,
random,84.0,34.0,8.0,81,0,
random,84.0,34.0,10.0,81,0,
random,84.0,34.0,12.0,81,1,0.120502
random,86.0,34.0,6.0,81,0,
random,86.0,34.0,8.0,81,0,
random,86.0,34.0,10.0,81,0,
random,86.0,34.0,12.0,81,0,
random,88.0,34.0,6.0,81,0,
random,88.0,34.0,8.0,81,0,
random,88.0,34.0,10.0,81,0,
random,88.0,34.0,12.0,81,0,
random,82.0,34.0,6.0,82,0,
random,82.0,34.0,8.0,82,0,
random,82.0,34.0,10.0,82,0,
random,82.0,34.0,12.0,82,0,
random,84.0,34.0,6.0,82,0,
random,84.0,34.0,8.0,82,0,
random,84.0,34.0,10.0,82,0,
random,84.0,34.0,12.0,82,0,
random,86.0,34.0,6.0,82,0,
random,86.0,34.0,8.0,82,0,
random,86.0,34.0,10.0,82,0,
random,86.0,34.0,12.0,82,0,
random,88.0,34.0,6.0,82,0,
random,88.0,34.0,8.0,82,0,
random,88.0,34.0,10.0,82,0,
random,88.0,34.0,12.0,82,0,
random,82.0,34.0,6.0,83,0,
random,82.0,34.0,8.0,83,0,
random,82.0,34.0,10.0,83,0,
random,82.0,34.0,12.0,83,0,
random,84.0,34.0,6.0,83,0,
random,84.0,34.0,8.0,83,0,
random,84.0,34.0,10.0,83,0,
random,84.0,34.0,12.0,83,0,
random,86.0,34.0,6.0,83,0,
random,86.0,34.0,8.0,83,0,
random,86.0,34.0,10.0,83,0,
random,86.0,34.0,12.0,83,0,
random,88.0,34.0,6.0,83,0,
random,88.0,34.0,8.0,83,0,
random,88.0,34.0,10.0,83,0,
random,88.0,34.0,12.0,83,0,
random,82.0,34.0,6.0,84,0,
random,82.0,34.0,8.0,84,0,
random,82.0,34.0,10.0,84,0,
random,82.0,34.0,12.0,84,0,
random,84.0,34.0,6.0,84,0,
random,84.0,34.0,8.0,84,0,
random,84.0,34.0,10.0,84,0,
random,84.0,34.0,12.0,84,0,
random,86.0,34.0,6.0,84,0,
random,86.0,34.0,8.0,84,0,
random,86.0,34.0,10.0,84,0,
random,86.0,34.0,12.0,84,0,
random,88.0,34.0,6.0,84,0,
random,88.0,34.0,8.0,84,0,
random,88.0,34.0,10.0,84,0,
random,88.0,34.0,12.0,84,0,
random,82.0,34.0,6.0,85,1,0.137279
random,82.0,34.0,8.0,85,1,0.165926
random,82.0,34.0,10.0,85,1,0.182008
random,82.0,34.0,12.0,85,1,0.184437
random,84.0,34.0,6.0,85,0,
random,84.0,34.0,8.0,85,1,0.170057
random,84.0,34.0,10.0,85,1,0.165426
random,84.0,34.0,12.0,85,1,0.159928
random,86.0,34.0,6.0,85,0,
random,86.0,34.0,8.0,85,0,
random,86.0,34.0,10.0,85,1,0.151896
random,86.0,34.0,12.0,85,1,0.137618
random,88.0,34.0,6.0,85,0,
random,88.0,34.0,8.0,85,0,
random,88.0,34.0,10.0,85,0,
random,88.0,34.0,12.0,85,1,0.122653
random,82.0,34.0,6.0,86,0,
random,82.0,34.0,8.0,86,1,0.269976
random,82.0,34.0,10.0,86,1,0.301291
random,82.0,34.0,12.0,86,1,0.297409
random,84.0,34.0,6.0,86,0,
random,84.0,34.0,8.0,86,1,0.214818
random,84.0,34.0,10.0,86,1,0.250054
random,84.0,34.0,12.0,86,1,0.248098
random,86.0,34.0,6.0,86,0,
random,86.0,34.0,8.0,86,0,
random,86.0,34.0,10.0,86,1,0.194923
random,86.0,34.0,12.0,86,1,0.200633
random,88.0,34.0,6.0,86,0,
random,88.0,34.0,8.0,86,0,
random,88.0,34.0,10.0,86,0,
random,88.0,34.0,12.0,86,1,0.15372
