seed,outcome,ticks,passes,passes_in_disc,mean_pass_len,dwell_ticks,spread_mean,spread_final,n_in_disc_mean,n_in_disc_final,n_in_disc_max,zc_mean,zc_final,carrier_clear_mean,speed_mean,possession_rate,slow,crowd_disc,crowd_near,tight,zone_dwell,press,offside,stall,policy
10010,success,62,0,0,nan,1,16.56300719325427,15.303388621227281,1.6935483870967742,3.0,3.0,0.35053317489162567,0.4527505338191986,7.125588145890953,1.8939734246440545,1.0,0.5725806451612903,0.0,0.0,0.0,0.016129032258064516,0.0,1.0,0.0,scripted
10011,failure,46,2,0,20.52355248941612,0,12.26235995940847,12.288082495955527,1.6521739130434783,4.0,4.0,0.3099082044588969,0.5783606171607971,5.662471708901484,4.549771355178826,0.2826086956521739,0.043478260869565216,0.21739130434782608,1.0,0.0,0.0,0.0,0.0,0.0,scripted
10012,success,80,0,0,nan,10,14.226260066794874,13.447612740773042,0.9,1.0,2.0,0.30477406121790407,0.4053206741809845,7.895392908793694,2.882676995037324,1.0,0.37374999999999997,0.0,0.0,0.0,0.125,0.125,0.75,0.0,scripted
10013,success,101,0,0,nan,1,17.050927153476717,15.948911771256046,0.48514851485148514,2.0,2.0,0.19143780402027735,0.42471566796302795,11.427315398955955,3.1688136053002065,1.0,0.32574257425742564,0.0,0.0,0.0,0.009900990099009901,0.0,0.6237623762376238,0.0,scripted
10014,success,94,0,0,nan,1,18.00109807077221,16.267152443496723,1.6595744680851063,2.0,3.0,0.37754424645545637,0.46010902523994446,15.55627699545273,1.999225905040672,1.0,0.5574468085106382,0.0,0.0,0.0,0.010638297872340425,0.0851063829787234,1.0,0.0,scripted
10015,success,74,0,0,nan,1,17.18388522554729,16.26258481815386,0.8108108108108109,2.0,2.0,0.2716151983351321,0.4011913239955902,10.17289752430336,2.5590648479314386,1.0,0.42837837837837833,0.0,0.0,0.0,0.013513513513513514,0.013513513513513514,1.0,0.0,scripted
10016,failure,1,0,0,nan,0,15.885215399705714,15.885215399705714,3.0,3.0,3.0,0.9770744442939758,0.9770744442939758,nan,0.699999988079071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scripted
10017,success,63,1,0,37.294510414797614,1,12.888441049250716,12.227582352908913,2.0952380952380953,3.0,3.0,0.3957377426208012,0.4550704061985016,9.056316275060077,3.1347480957234057,0.6031746031746031,0.3333333333333332,0.0,0.0,0.0,0.015873015873015872,0.0,0.6190476190476191,0.1111111111111111,scripted
10018,success,35,0,0,nan,1,11.241976049508548,10.855047652649077,2.6857142857142855,3.0,4.0,0.5087548017501831,0.5647457242012024,8.07636372727388,2.946324826096408,1.0,0.34,0.11428571428571428,0.0,0.0,0.02857142857142857,0.0,0.5142857142857142,0.0,scripted
10019,failure,87,2,0,19.06823747873858,0,16.26861418427811,15.216516265751363,0.8620689655172413,1.0,2.0,0.2762047389800521,0.2714230716228485,12.528271957267094,3.188070578597096,0.7931034482758621,0.32183908045977005,0.0,0.0,0.0,0.0,0.0,0.7816091954022989,0.11494252873563218,scripted
10020,success,76,0,0,nan,1,14.976654145910008,14.253882536350417,1.618421052631579,3.0,3.0,0.5102819733713803,0.5499884486198425,6.467756877134185,3.1322971211964714,1.0,0.32236842105263147,0.0,0.0,0.0,0.013157894736842105,0.0,0.6842105263157895,0.0,scripted
10021,success,100,0,0,nan,1,9.119492362118402,8.413898714070442,2.57,6.0,6.0,0.39766000854237066,0.6990036964416504,11.349647665113546,3.2809948698102325,1.0,0.29899999999999993,0.41,0.12,0.0,0.01,0.01,0.31,0.0,scripted
10022,success,92,1,0,8.101499218484548,9,11.191631923511414,10.514503208871167,2.1847826086956523,4.0,4.0,0.4146841168428933,0.4808710813522339,13.353084628776807,2.935068950219919,0.9021739130434783,0.37391304347826076,0.10869565217391304,0.0,0.0,0.09782608695652174,0.0,0.5108695652173914,0.0,scripted
10023,success,68,0,0,nan,1,10.427657483219303,9.87935262771301,1.9852941176470589,3.0,3.0,0.5122013319941128,0.5861990451812744,8.840526791633765,3.1024579522039724,1.0,0.32058823529411756,0.0,0.0,0.0,0.014705882352941176,0.0,0.7205882352941176,0.0,scripted
10024,success,100,0,0,nan,1,14.861608084044422,13.426485495275163,1.29,2.0,3.0,0.2889802920818329,0.41901695728302,12.864556821350096,2.397348765709479,1.0,0.479,0.0,0.0,0.0,0.01,0.0,0.57,0.0,scripted
10025,failure,127,0,0,nan,9,20.954215020247723,18.91070904464494,0.4251968503937008,1.0,2.0,0.14561654278948008,0.30951181054115295,11.117162550165967,2.3940396917803017,0.9921259842519685,0.4874015748031496,0.0,0.0,0.0,0.07086614173228346,0.05511811023622047,0.984251968503937,0.0,scripted
10026,success,90,2,0,12.84418574648502,10,10.41989954017851,9.652991155844658,2.3333333333333335,5.0,5.0,0.3781613852777001,0.5070282816886902,9.212554556435002,3.687968316054468,0.7333333333333333,0.19999999999999996,0.32222222222222224,0.0,0.0,0.1111111111111111,0.0,0.4,0.0,scripted
10027,failure,102,1,1,10.362436806203434,25,17.5793568675645,17.007596662990455,1.392156862745098,1.0,2.0,0.3266480515400569,0.38438650965690613,12.024707355609221,2.3077209810848736,0.8823529411764706,0.49803921568627435,0.0,0.0,0.0,0.24509803921568626,0.049019607843137254,1.0,0.06862745098039216,scripted
10028,failure,88,1,0,10.534209062432236,2,21.15463141915745,20.437240240995116,0.022727272727272728,1.0,1.0,0.15436969070949338,0.3625006377696991,9.153769247753287,1.4166177476292152,0.8636363636363636,0.6829545454545456,0.0,0.0,0.0,0.022727272727272728,0.022727272727272728,1.0,0.0,scripted
10029,failure,118,0,0,nan,14,20.184045013020338,18.123497186604773,0.4491525423728814,1.0,1.0,0.18955908456848838,0.2557552754878998,10.455886622262634,2.350442708738162,0.9915254237288136,0.4796610169491525,0.0,0.0,0.0,0.11864406779661017,0.05084745762711865,0.8305084745762712,0.0,scripted
10030,timeout,200,4,0,17.590165209418572,135,18.903273580866504,18.71891340437929,0.94,1.0,1.0,0.2089329018443823,0.2532236576080322,1.6701238196708117,0.4668589670255654,0.71,0.8935000000000001,0.0,0.0,0.0,0.675,0.6,1.0,0.555,scripted
